GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,PTS,FG_PCT,REB,AST,PLUS_MINUS,SEASON,IS_PLAYOFF
0022000002,2020-12-22,LAC,LAC @ LAL,W,116,0.473,40,22,7,2020-21,0
0022000002,2020-12-22,LAL,LAL vs. LAC,L,109,0.469,45,22,-7,2020-21,0
0022000001,2020-12-22,GSW,GSW @ BKN,L,99,0.374,47,26,-26,2020-21,0
0022000001,2020-12-22,BKN,BKN vs. GSW,W,125,0.457,57,24,26,2020-21,0
0022000010,2020-12-23,CLE,CLE vs. CHA,W,121,0.529,50,34,7,2020-21,0
0022000014,2020-12-23,NOP,NOP @ TOR,W,113,0.525,45,30,14,2020-21,0
0022000015,2020-12-23,CHI,CHI vs. ATL,L,104,0.414,37,20,-20,2020-21,0
0022000018,2020-12-23,MIN,MIN vs. DET,W,111,0.432,48,25,10,2020-21,0
0022000004,2020-12-23,PHX,PHX vs. DAL,W,106,0.481,48,21,4,2020-21,0
0022000019,2020-12-23,SAC,SAC @ DEN,W,124,0.441,54,27,2,2020-21,0
0022000017,2020-12-23,SAS,SAS @ MEM,W,131,0.505,48,28,12,2020-21,0
0022000014,2020-12-23,TOR,TOR vs. NOP,L,99,0.427,35,26,-14,2020-21,0
0022000020,2020-12-23,UTA,UTA @ POR,W,120,0.457,59,24,20,2020-21,0
0022000018,2020-12-23,DET,DET @ MIN,L,101,0.484,44,29,-10,2020-21,0
0022000015,2020-12-23,ATL,ATL @ CHI,W,124,0.538,46,24,20,2020-21,0
0022000003,2020-12-23,BOS,BOS vs. MIL,W,122,0.475,37,23,1,2020-21,0
0022000004,2020-12-23,DAL,DAL @ PHX,L,102,0.424,39,17,-4,2020-21,0
0022000012,2020-12-23,MIA,MIA @ ORL,L,107,0.506,43,25,-6,2020-21,0
0022000003,2020-12-23,MIL,MIL @ BOS,L,121,0.511,52,19,-1,2020-21,0
0022000011,2020-12-23,NYK,NYK @ IND,L,107,0.459,40,25,-14,2020-21,0
0022000012,2020-12-23,ORL,ORL vs. MIA,W,113,0.477,41,23,6,2020-21,0
0022000011,2020-12-23,IND,IND vs. NYK,W,121,0.489,50,28,14,2020-21,0
0022000013,2020-12-23,PHI,PHI vs. WAS,W,113,0.471,47,22,6,2020-21,0
0022000017,2020-12-23,MEM,MEM vs. SAS,L,119,0.516,42,27,-12,2020-21,0
0022000013,2020-12-23,WAS,WAS @ PHI,L,107,0.459,40,28,-6,2020-21,0
0022000019,2020-12-23,DEN,DEN vs. SAC,L,122,0.48,46,28,-2,2020-21,0
0022000020,2020-12-23,POR,POR vs. UTA,L,100,0.402,40,23,-20,2020-21,0
0022000010,2020-12-23,CHA,CHA @ CLE,L,114,0.5,32,29,-7,2020-21,0
0022000005,2020-12-25,NOP,NOP @ MIA,L,98,0.397,41,18,-13,2020-21,0
0022000008,2020-12-25,DAL,DAL @ LAL,L,115,0.494,27,20,-23,2020-21,0
0022000009,2020-12-25,DEN,DEN vs. LAC,L,108,0.457,32,25,-13,2020-21,0
0022000009,2020-12-25,LAC,LAC @ DEN,W,121,0.554,38,32,13,2020-21,0
0022000006,2020-12-25,MIL,MIL vs. GSW,W,138,0.556,60,25,39,2020-21,0
0022000007,2020-12-25,BOS,BOS vs. BKN,L,95,0.378,47,23,-28,2020-21,0
0022000006,2020-12-25,GSW,GSW @ MIL,L,99,0.343,43,14,-39,2020-21,0
0022000008,2020-12-25,LAL,LAL vs. DAL,W,138,0.56,53,33,23,2020-21,0
0022000005,2020-12-25,MIA,MIA vs. NOP,W,111,0.507,35,29,13,2020-21,0
0022000007,2020-12-25,BKN,BKN @ BOS,W,123,0.539,43,21,28,2020-21,0
0022000021,2020-12-26,ATL,ATL @ MEM,W,122,0.427,54,23,10,2020-21,0
0022000029,2020-12-26,HOU,HOU @ POR,L,126,0.517,42,27,-2,2020-21,0
0022000028,2020-12-26,MIN,MIN @ UTA,W,116,0.446,40,21,5,2020-21,0
0022000024,2020-12-26,ORL,ORL @ WAS,W,130,0.505,54,25,10,2020-21,0
0022000025,2020-12-26,PHI,PHI @ NYK,W,109,0.466,47,20,20,2020-21,0
0022000030,2020-12-26,PHX,PHX @ SAC,L,103,0.418,40,25,-3,2020-21,0
0022000022,2020-12-26,OKC,OKC @ CHA,W,109,0.455,54,25,2,2020-21,0
0022000027,2020-12-26,TOR,TOR @ SAS,L,114,0.458,46,32,-5,2020-21,0
0022000028,2020-12-26,UTA,UTA vs. MIN,L,111,0.383,57,15,-5,2020-21,0
0022000021,2020-12-26,MEM,MEM vs. ATL,L,112,0.398,46,20,-10,2020-21,0
0022000023,2020-12-26,DET,DET vs. CLE,L,119,0.408,57,24,-9,2020-21,0
0022000023,2020-12-26,CLE,CLE @ DET,W,128,0.485,51,29,9,2020-21,0
0022000026,2020-12-26,CHI,CHI vs. IND,L,106,0.374,41,23,-19,2020-21,0
0022000025,2020-12-26,NYK,NYK vs. PHI,L,89,0.386,43,19,-20,2020-21,0
0022000026,2020-12-26,IND,IND @ CHI,W,125,0.559,49,34,19,2020-21,0
0022000029,2020-12-26,POR,POR vs. HOU,W,128,0.461,45,27,2,2020-21,0
0022000027,2020-12-26,SAS,SAS vs. TOR,W,119,0.47,53,36,5,2020-21,0
0022000024,2020-12-26,WAS,WAS vs. ORL,L,120,0.484,43,28,-10,2020-21,0
0022000022,2020-12-26,CHA,CHA vs. OKC,L,107,0.398,47,27,-2,2020-21,0
0022000030,2020-12-26,SAC,SAC vs. PHX,W,106,0.453,56,20,3,2020-21,0
0022000037,2020-12-27,BOS,BOS @ IND,L,107,0.506,40,21,-1,2020-21,0
0022000034,2020-12-27,NOP,NOP vs. SAS,W,98,0.383,56,15,3,2020-21,0
0022000038,2020-12-27,CHI,CHI vs. GSW,L,128,0.512,54,27,-1,2020-21,0
0022000031,2020-12-27,DAL,DAL @ LAC,W,124,0.494,54,25,51,2020-21,0
0022000038,2020-12-27,GSW,GSW @ CHI,W,129,0.404,41,25,1,2020-21,0
0022000031,2020-12-27,LAC,LAC vs. DAL,L,73,0.342,36,13,-51,2020-21,0
0022000036,2020-12-27,MIL,MIL @ NYK,L,110,0.432,44,24,-20,2020-21,0
0022000040,2020-12-27,MIN,MIN @ LAL,L,91,0.369,48,24,-36,2020-21,0
0022000037,2020-12-27,IND,IND vs. BOS,W,108,0.511,37,23,1,2020-21,0
0022000035,2020-12-27,PHI,PHI @ CLE,L,94,0.418,39,24,-24,2020-21,0
0022000039,2020-12-27,SAC,SAC vs. PHX,L,100,0.474,39,21,-16,2020-21,0
0022000034,2020-12-27,SAS,SAS @ NOP,L,95,0.427,47,26,-3,2020-21,0
0022000033,2020-12-27,WAS,WAS vs. ORL,L,113,0.485,47,27,-7,2020-21,0
0022000035,2020-12-27,CLE,CLE vs. PHI,W,118,0.527,45,31,24,2020-21,0
0022000040,2020-12-27,LAL,LAL vs. MIN,W,127,0.556,46,32,36,2020-21,0
0022000032,2020-12-27,BKN,BKN @ CHA,L,104,0.427,46,23,-2,2020-21,0
0022000033,2020-12-27,ORL,ORL @ WAS,W,120,0.435,45,19,7,2020-21,0
0022000039,2020-12-27,PHX,PHX @ SAC,W,116,0.489,44,34,16,2020-21,0
0022000036,2020-12-27,NYK,NYK vs. MIL,W,130,0.541,46,27,20,2020-21,0
0022000032,2020-12-27,CHA,CHA vs. BKN,W,106,0.448,52,35,2,2020-21,0
0022000041,2020-12-28,ATL,ATL vs. DET,W,128,0.488,45,30,8,2020-21,0
0022000044,2020-12-28,HOU,HOU @ DEN,L,111,0.453,38,25,-13,2020-21,0
0022000042,2020-12-28,MEM,MEM @ BKN,W,116,0.429,56,20,5,2020-21,0
0022000044,2020-12-28,DEN,DEN vs. HOU,W,124,0.529,52,31,13,2020-21,0
0022000045,2020-12-28,LAL,LAL vs. POR,L,107,0.471,41,20,-8,2020-21,0
0022000042,2020-12-28,BKN,BKN vs. MEM,L,111,0.41,50,28,-5,2020-21,0
0022000045,2020-12-28,POR,POR @ LAL,W,115,0.467,45,27,8,2020-21,0
0022000043,2020-12-28,OKC,OKC vs. UTA,L,109,0.465,37,21,-1,2020-21,0
0022000043,2020-12-28,UTA,UTA @ OKC,W,110,0.5,43,24,1,2020-21,0
0022000041,2020-12-28,DET,DET @ ATL,L,120,0.439,48,24,-8,2020-21,0
0022000048,2020-12-29,BOS,BOS @ IND,W,116,0.5,43,21,5,2020-21,0
0022000053,2020-12-29,NOP,NOP @ PHX,L,86,0.481,41,18,-25,2020-21,0
0022000050,2020-12-29,CHI,CHI @ WAS,W,115,0.437,37,26,8,2020-21,0
0022000055,2020-12-29,DEN,DEN @ SAC,L,115,0.543,39,27,-10,2020-21,0
0022000051,2020-12-29,MIA,MIA vs. MIL,L,97,0.468,30,23,-47,2020-21,0
0022000054,2020-12-29,MIN,MIN @ LAC,L,101,0.416,39,22,-23,2020-21,0
0022000046,2020-12-29,NYK,NYK @ CLE,W,95,0.43,55,23,9,2020-21,0
0022000052,2020-12-29,ORL,ORL @ OKC,W,118,0.51,46,26,11,2020-21,0
0022000053,2020-12-29,PHX,PHX vs. NOP,W,111,0.44,43,24,25,2020-21,0
0022000055,2020-12-29,SAC,SAC vs. DEN,W,125,0.489,37,33,10,2020-21,0
0022000047,2020-12-29,DET,DET vs. GSW,L,106,0.38,45,21,-10,2020-21,0
0022000047,2020-12-29,GSW,GSW @ DET,W,116,0.5,40,21,10,2020-21,0
0022000054,2020-12-29,LAC,LAC vs. MIN,W,124,0.534,46,32,23,2020-21,0
0022000051,2020-12-29,MIL,MIL @ MIA,W,144,0.554,45,32,47,2020-21,0
0022000048,2020-12-29,IND,IND vs. BOS,L,111,0.512,36,27,-5,2020-21,0
0022000049,2020-12-29,PHI,PHI vs. TOR,W,100,0.381,54,21,7,2020-21,0
0022000052,2020-12-29,OKC,OKC vs. ORL,L,107,0.494,47,20,-11,2020-21,0
0022000049,2020-12-29,TOR,TOR @ PHI,L,93,0.356,47,21,-7,2020-21,0
0022000050,2020-12-29,WAS,WAS vs. CHI,L,107,0.44,47,25,-8,2020-21,0
0022000046,2020-12-29,CLE,CLE vs. NYK,L,86,0.364,43,22,-9,2020-21,0
0022000056,2020-12-30,BOS,BOS vs. MEM,W,126,0.538,42,27,19,2020-21,0
0022000059,2020-12-30,DAL,DAL vs. CHA,L,99,0.391,39,24,-19,2020-21,0
0022000060,2020-12-30,LAL,LAL @ SAS,W,121,0.561,47,25,14,2020-21,0
0022000058,2020-12-30,MIA,MIA vs. MIL,W,119,0.488,52,25,11,2020-21,0
0022000058,2020-12-30,MIL,MIL @ MIA,L,108,0.392,47,26,-11,2020-21,0
0022000057,2020-12-30,BKN,BKN vs. ATL,W,145,0.54,40,30,4,2020-21,0
0022000061,2020-12-30,POR,POR @ LAC,L,105,0.421,41,14,-23,2020-21,0
0022000057,2020-12-30,ATL,ATL @ BKN,L,141,0.475,54,27,-4,2020-21,0
0022000061,2020-12-30,LAC,LAC vs. POR,W,128,0.495,47,30,23,2020-21,0
0022000060,2020-12-30,SAS,SAS vs. LAL,L,107,0.46,39,25,-14,2020-21,0
0022000056,2020-12-30,MEM,MEM @ BOS,L,107,0.43,46,26,-19,2020-21,0
0022000059,2020-12-30,CHA,CHA @ DAL,W,118,0.512,50,30,19,2020-21,0
0022000062,2020-12-31,CLE,CLE @ IND,L,99,0.451,43,22,-20,2020-21,0
0022000067,2020-12-31,NOP,NOP @ OKC,W,113,0.484,58,23,33,2020-21,0
0022000065,2020-12-31,HOU,HOU vs. SAC,W,122,0.523,45,26,3,2020-21,0
0022000066,2020-12-31,NYK,NYK @ TOR,L,83,0.364,48,21,-17,2020-21,0
0022000068,2020-12-31,PHX,PHX @ UTA,W,106,0.488,41,26,11,2020-21,0
0022000067,2020-12-31,OKC,OKC vs. NOP,L,80,0.375,40,24,-33,2020-21,0
0022000066,2020-12-31,TOR,TOR vs. NYK,W,100,0.41,53,21,17,2020-21,0
0022000068,2020-12-31,UTA,UTA vs. PHX,L,95,0.417,46,16,-11,2020-21,0
0022000063,2020-12-31,CHI,CHI @ WAS,W,133,0.543,44,34,3,2020-21,0
0022000062,2020-12-31,IND,IND vs. CLE,W,119,0.483,44,28,20,2020-21,0
0022000064,2020-12-31,PHI,PHI @ ORL,W,116,0.484,54,23,24,2020-21,0
0022000064,2020-12-31,ORL,ORL vs. PHI,L,92,0.347,48,17,-24,2020-21,0
0022000065,2020-12-31,SAC,SAC @ HOU,L,119,0.469,45,23,-3,2020-21,0
0022000063,2020-12-31,WAS,WAS vs. CHI,L,130,0.5,37,27,-3,2020-21,0
0022000072,2021-01-01,ATL,ATL @ BKN,W,114,0.462,48,24,18,2020-21,0
0022000078,2021-01-01,GSW,GSW vs. POR,L,98,0.392,44,19,-25,2020-21,0
0022000075,2021-01-01,LAL,LAL @ SAS,W,109,0.406,58,27,6,2020-21,0
0022000076,2021-01-01,PHX,PHX @ DEN,W,106,0.487,37,24,3,2020-21,0
0022000075,2021-01-01,SAS,SAS vs. LAL,L,103,0.424,45,23,-6,2020-21,0
0022000070,2021-01-01,DET,DET vs. BOS,W,96,0.409,48,18,3,2020-21,0
0022000069,2021-01-01,CHA,CHA vs. MEM,L,93,0.407,42,23,-15,2020-21,0
0022000070,2021-01-01,BOS,BOS @ DET,L,93,0.47,44,20,-3,2020-21,0
0022000073,2021-01-01,CHI,CHI @ MIL,L,96,0.437,42,18,-30,2020-21,0
0022000071,2021-01-01,DAL,DAL vs. MIA,W,93,0.41,49,18,10,2020-21,0
0022000076,2021-01-01,DEN,DEN vs. PHX,L,103,0.453,38,28,-3,2020-21,0
0022000071,2021-01-01,MIA,MIA @ DAL,L,83,0.372,41,20,-10,2020-21,0
0022000073,2021-01-01,MIL,MIL vs. CHI,W,126,0.494,44,27,30,2020-21,0
0022000074,2021-01-01,MIN,MIN vs. WAS,L,109,0.477,43,17,-21,2020-21,0
0022000078,2021-01-01,POR,POR @ GSW,W,123,0.435,51,23,25,2020-21,0
0022000077,2021-01-01,UTA,UTA vs. LAC,W,106,0.461,46,28,6,2020-21,0
0022000069,2021-01-01,MEM,MEM @ CHA,W,108,0.478,48,34,15,2020-21,0
0022000077,2021-01-01,LAC,LAC @ UTA,L,100,0.388,43,19,-6,2020-21,0
0022000072,2021-01-01,BKN,BKN vs. ATL,L,96,0.407,45,19,-18,2020-21,0
0022000074,2021-01-01,WAS,WAS @ MIN,W,130,0.551,43,35,21,2020-21,0
0022000083,2021-01-02,ATL,ATL vs. CLE,L,91,0.412,48,22,-5,2020-21,0
0022000083,2021-01-02,CLE,CLE @ ATL,W,96,0.418,46,19,5,2020-21,0
0022000079,2021-01-02,HOU,HOU vs. SAC,W,102,0.444,48,15,8,2020-21,0
0022000080,2021-01-02,NYK,NYK @ IND,W,106,0.506,51,23,4,2020-21,0
0022000080,2021-01-02,IND,IND vs. NYK,L,102,0.405,32,22,-4,2020-21,0
0022000082,2021-01-02,PHI,PHI vs. CHA,W,127,0.595,45,35,15,2020-21,0
0022000084,2021-01-02,TOR,TOR @ NOP,L,116,0.418,40,21,-4,2020-21,0
0022000084,2021-01-02,NOP,NOP vs. TOR,W,120,0.422,50,26,4,2020-21,0
0022000081,2021-01-02,ORL,ORL vs. OKC,L,99,0.37,55,21,-9,2020-21,0
0022000079,2021-01-02,SAC,SAC @ HOU,L,94,0.389,47,11,-8,2020-21,0
0022000081,2021-01-02,OKC,OKC @ ORL,W,108,0.442,52,22,9,2020-21,0
0022000082,2021-01-02,CHA,CHA @ PHI,L,112,0.413,40,34,-15,2020-21,0
0022000085,2021-01-03,BOS,BOS @ DET,W,122,0.563,41,35,2,2020-21,0
0022000090,2021-01-03,DAL,DAL @ CHI,L,108,0.438,41,23,-10,2020-21,0
0022000092,2021-01-03,GSW,GSW vs. POR,W,137,0.557,53,23,15,2020-21,0
0022000091,2021-01-03,LAC,LAC @ PHX,W,112,0.482,37,24,5,2020-21,0
0022000087,2021-01-03,LAL,LAL @ MEM,W,108,0.461,49,24,14,2020-21,0
0022000092,2021-01-03,POR,POR @ GSW,L,122,0.418,40,16,-15,2020-21,0
0022000087,2021-01-03,MEM,MEM vs. LAL,L,94,0.411,50,23,-14,2020-21,0
0022000086,2021-01-03,WAS,WAS @ BKN,W,123,0.413,49,27,1,2020-21,0
0022000085,2021-01-03,DET,DET vs. BOS,L,120,0.477,33,29,-2,2020-21,0
0022000090,2021-01-03,CHI,CHI vs. DAL,W,118,0.459,48,16,10,2020-21,0
0022000088,2021-01-03,DEN,DEN @ MIN,W,124,0.489,43,34,15,2020-21,0
0022000088,2021-01-03,MIN,MIN vs. DEN,L,109,0.518,36,30,-15,2020-21,0
0022000091,2021-01-03,PHX,PHX vs. LAC,L,107,0.493,40,23,-5,2020-21,0
0022000089,2021-01-03,SAS,SAS vs. UTA,L,109,0.419,45,23,-21,2020-21,0
0022000089,2021-01-03,UTA,UTA @ SAS,W,130,0.551,57,29,21,2020-21,0
0022000086,2021-01-03,BKN,BKN vs. WAS,L,122,0.494,51,25,-1,2020-21,0
0022000097,2021-01-04,BOS,BOS @ TOR,W,126,0.488,56,19,12,2020-21,0
0022000093,2021-01-04,CLE,CLE @ ORL,L,83,0.388,35,20,-20,2020-21,0
0022000098,2021-01-04,DAL,DAL @ HOU,W,113,0.476,51,24,13,2020-21,0
0022000101,2021-01-04,GSW,GSW vs. SAC,W,137,0.526,48,41,31,2020-21,0
0022000093,2021-01-04,ORL,ORL vs. CLE,W,103,0.432,54,22,20,2020-21,0
0022000094,2021-01-04,PHI,PHI vs. CHA,W,118,0.484,55,34,17,2020-21,0
0022000101,2021-01-04,SAC,SAC @ GSW,L,106,0.378,52,20,-31,2020-21,0
0022000096,2021-01-04,OKC,OKC @ MIA,L,90,0.367,38,20,-28,2020-21,0
0022000094,2021-01-04,CHA,CHA @ PHI,L,101,0.419,47,30,-17,2020-21,0
0022000095,2021-01-04,ATL,ATL vs. NYK,L,108,0.46,40,24,-5,2020-21,0
0022000100,2021-01-04,NOP,NOP vs. IND,L,116,0.436,57,26,-2,2020-21,0
0022000098,2021-01-04,HOU,HOU vs. DAL,L,100,0.39,35,17,-13,2020-21,0
0022000096,2021-01-04,MIA,MIA vs. OKC,W,118,0.568,47,34,28,2020-21,0
0022000099,2021-01-04,MIL,MIL vs. DET,W,125,0.576,49,32,10,2020-21,0
0022000095,2021-01-04,NYK,NYK @ ATL,W,113,0.506,45,26,5,2020-21,0
0022000100,2021-01-04,IND,IND @ NOP,W,118,0.484,42,32,2,2020-21,0
0022000097,2021-01-04,TOR,TOR vs. BOS,L,114,0.4,37,20,-12,2020-21,0
0022000099,2021-01-04,DET,DET @ MIL,L,115,0.439,31,27,-10,2020-21,0
0022000104,2021-01-05,DEN,DEN vs. MIN,W,123,0.519,42,22,7,2020-21,0
0022000103,2021-01-05,LAL,LAL @ MEM,W,94,0.437,52,24,2,2020-21,0
0022000104,2021-01-05,MIN,MIN @ DEN,L,116,0.462,42,24,-7,2020-21,0
0022000102,2021-01-05,BKN,BKN vs. UTA,W,130,0.559,51,31,34,2020-21,0
0022000102,2021-01-05,UTA,UTA @ BKN,L,96,0.384,41,17,-34,2020-21,0
0022000106,2021-01-05,CHI,CHI @ POR,W,111,0.44,52,27,3,2020-21,0
0022000105,2021-01-05,LAC,LAC vs. SAS,L,113,0.5,45,29,-3,2020-21,0
0022000106,2021-01-05,POR,POR vs. CHI,L,108,0.415,46,23,-3,2020-21,0
0022000105,2021-01-05,SAS,SAS @ LAC,W,116,0.458,44,23,3,2020-21,0
0022000103,2021-01-05,MEM,MEM vs. LAL,L,92,0.414,38,24,-2,2020-21,0
0022000110,2021-01-06,ATL,ATL vs. CHA,L,94,0.375,57,25,-8,2020-21,0
0022000108,2021-01-06,CLE,CLE @ ORL,L,94,0.424,45,24,-11,2020-21,0
0022000114,2021-01-06,NOP,NOP vs. OKC,L,110,0.494,52,25,-1,2020-21,0
0022000116,2021-01-06,GSW,GSW vs. LAC,L,101,0.453,35,25,-7,2020-21,0
0022000107,2021-01-06,HOU,HOU @ IND,L,107,0.481,39,19,-7,2020-21,0
0022000116,2021-01-06,LAC,LAC @ GSW,W,108,0.444,48,19,7,2020-21,0
0022000111,2021-01-06,MIA,MIA vs. BOS,L,105,0.432,42,26,-2,2020-21,0
0022000113,2021-01-06,MIL,MIL vs. DET,W,130,0.544,47,35,15,2020-21,0
0022000112,2021-01-06,NYK,NYK vs. UTA,W,112,0.517,48,22,12,2020-21,0
0022000107,2021-01-06,IND,IND vs. HOU,W,114,0.472,38,21,7,2020-21,0
0022000109,2021-01-06,PHI,PHI vs. WAS,W,141,0.617,35,33,5,2020-21,0
0022000115,2021-01-06,PHX,PHX vs. TOR,W,123,0.482,41,30,8,2020-21,0
0022000117,2021-01-06,SAC,SAC vs. CHI,W,128,0.516,39,30,4,2020-21,0
0022000109,2021-01-06,WAS,WAS @ PHI,L,136,0.5,35,27,-5,2020-21,0
0022000113,2021-01-06,DET,DET @ MIL,L,115,0.392,47,20,-15,2020-21,0
0022000110,2021-01-06,CHA,CHA @ ATL,W,102,0.376,49,22,8,2020-21,0
0022000111,2021-01-06,BOS,BOS @ MIA,W,107,0.424,53,22,2,2020-21,0
0022000117,2021-01-06,CHI,CHI @ SAC,L,124,0.527,43,27,-4,2020-21,0
0022000108,2021-01-06,ORL,ORL vs. CLE,W,105,0.494,43,20,11,2020-21,0
0022000114,2021-01-06,OKC,OKC @ NOP,W,111,0.46,38,28,1,2020-21,0
0022000115,2021-01-06,TOR,TOR @ PHX,L,115,0.494,42,18,-8,2020-21,0
0022000112,2021-01-06,UTA,UTA @ NYK,L,100,0.44,42,20,-12,2020-21,0
0022000119,2021-01-07,CLE,CLE @ MEM,W,94,0.456,37,24,4,2020-21,0
0022000121,2021-01-07,LAL,LAL vs. SAS,L,109,0.5,48,21,-9,2020-21,0
0022000122,2021-01-07,POR,POR vs. MIN,W,135,0.544,44,25,18,2020-21,0
0022000119,2021-01-07,MEM,MEM vs. CLE,L,90,0.434,48,27,-4,2020-21,0
0022000120,2021-01-07,DAL,DAL @ DEN,W,124,0.483,44,27,7,2020-21,0
0022000122,2021-01-07,MIN,MIN @ POR,L,117,0.419,48,24,-18,2020-21,0
0022000118,2021-01-07,BKN,BKN vs. PHI,W,122,0.454,48,30,13,2020-21,0
0022000118,2021-01-07,PHI,PHI @ BKN,L,109,0.471,47,23,-13,2020-21,0
0022000121,2021-01-07,SAS,SAS @ LAL,W,118,0.467,40,28,9,2020-21,0
0022000120,2021-01-07,DEN,DEN vs. DAL,L,117,0.443,47,25,-7,2020-21,0
0022000126,2021-01-08,NOP,NOP vs. CHA,L,110,0.494,36,29,-8,2020-21,0
0022000130,2021-01-08,GSW,GSW vs. LAC,W,115,0.488,38,25,10,2020-21,0
0022000127,2021-01-08,HOU,HOU vs. ORL,W,132,0.56,49,34,42,2020-21,0
0022000129,2021-01-08,MIL,MIL vs. UTA,L,118,0.449,45,18,-13,2020-21,0
0022000132,2021-01-08,SAC,SAC vs. TOR,L,123,0.568,26,36,-21,2020-21,0
0022000125,2021-01-08,OKC,OKC @ NYK,W,101,0.437,62,16,12,2020-21,0
0022000128,2021-01-08,MEM,MEM vs. BKN,W,115,0.459,46,29,5,2020-21,0
0022000124,2021-01-08,WAS,WAS @ BOS,L,107,0.466,38,22,-9,2020-21,0
0022000123,2021-01-08,DET,DET vs. PHX,W,110,0.411,46,23,5,2020-21,0
0022000124,2021-01-08,BOS,BOS vs. WAS,W,116,0.477,49,21,9,2020-21,0
0022000131,2021-01-08,CHI,CHI @ LAL,L,115,0.505,41,26,-2,2020-21,0
0022000130,2021-01-08,LAC,LAC @ GSW,L,105,0.482,37,23,-10,2020-21,0
0022000131,2021-01-08,LAL,LAL vs. CHI,W,117,0.506,42,21,2,2020-21,0
0022000128,2021-01-08,BKN,BKN @ MEM,L,110,0.469,42,26,-5,2020-21,0
0022000125,2021-01-08,NYK,NYK vs. OKC,L,89,0.354,49,19,-12,2020-21,0
0022000127,2021-01-08,ORL,ORL @ HOU,L,90,0.382,42,17,-42,2020-21,0
0022000123,2021-01-08,PHX,PHX @ DET,L,105,0.451,50,24,-5,2020-21,0
0022000132,2021-01-08,TOR,TOR @ SAC,W,144,0.582,44,30,21,2020-21,0
0022000129,2021-01-08,UTA,UTA @ MIL,W,131,0.505,50,31,13,2020-21,0
0022000126,2021-01-08,CHA,CHA @ NOP,W,118,0.471,45,33,8,2020-21,0
0022000134,2021-01-09,ATL,ATL @ CHA,L,105,0.382,47,25,-8,2020-21,0
0022000138,2021-01-09,MIN,MIN vs. SAS,L,122,0.5,53,29,-3,2020-21,0
0022000133,2021-01-09,PHI,PHI vs. DEN,L,103,0.417,48,23,-12,2020-21,0
0022000140,2021-01-09,SAC,SAC vs. POR,L,99,0.407,47,21,-26,2020-21,0
0022000136,2021-01-09,WAS,WAS vs. MIA,L,124,0.444,39,25,-4,2020-21,0
0022000134,2021-01-09,CHA,CHA vs. ATL,W,113,0.519,41,27,8,2020-21,0
0022000137,2021-01-09,CLE,CLE @ MIL,L,90,0.414,47,16,-10,2020-21,0
0022000139,2021-01-09,DAL,DAL vs. ORL,W,112,0.494,44,25,14,2020-21,0
0022000133,2021-01-09,DEN,DEN @ PHI,W,115,0.5,45,28,12,2020-21,0
0022000136,2021-01-09,MIA,MIA @ WAS,W,128,0.495,61,32,4,2020-21,0
0022000137,2021-01-09,MIL,MIL vs. CLE,W,100,0.44,45,25,10,2020-21,0
0022000139,2021-01-09,ORL,ORL @ DAL,L,98,0.427,43,17,-14,2020-21,0
0022000135,2021-01-09,IND,IND vs. PHX,L,117,0.478,52,23,-8,2020-21,0
0022000140,2021-01-09,POR,POR @ SAC,W,125,0.44,50,26,26,2020-21,0
0022000138,2021-01-09,SAS,SAS @ MIN,W,125,0.436,48,22,3,2020-21,0
0022000135,2021-01-09,PHX,PHX @ IND,W,125,0.489,40,33,8,2020-21,0
0022000142,2021-01-10,CHI,CHI @ LAC,L,127,0.61,38,30,-3,2020-21,0
0022000146,2021-01-10,LAL,LAL @ HOU,W,120,0.505,49,28,18,2020-21,0
0022000147,2021-01-10,MIN,MIN vs. SAS,W,96,0.42,52,19,8,2020-21,0
0022000143,2021-01-10,BKN,BKN vs. OKC,L,116,0.506,43,23,-13,2020-21,0
0022000144,2021-01-10,NYK,NYK vs. DEN,L,89,0.432,36,19,-25,2020-21,0
0022000147,2021-01-10,SAS,SAS @ MIN,L,88,0.383,45,21,-8,2020-21,0
0022000144,2021-01-10,DEN,DEN @ NYK,W,114,0.536,43,23,25,2020-21,0
0022000146,2021-01-10,HOU,HOU vs. LAL,L,102,0.411,43,22,-18,2020-21,0
0022000142,2021-01-10,LAC,LAC vs. CHI,W,130,0.489,35,28,3,2020-21,0
0022000143,2021-01-10,OKC,OKC @ BKN,W,129,0.544,34,24,13,2020-21,0
0022000148,2021-01-10,TOR,TOR @ GSW,L,105,0.406,48,20,-1,2020-21,0
0022000141,2021-01-10,UTA,UTA @ DET,W,96,0.427,63,17,10,2020-21,0
0022000141,2021-01-10,DET,DET vs. UTA,L,86,0.333,39,21,-10,2020-21,0
0022000148,2021-01-10,GSW,GSW vs. TOR,W,106,0.409,51,30,1,2020-21,0
0022000153,2021-01-11,ATL,ATL vs. PHI,W,112,0.374,58,20,18,2020-21,0
0022000150,2021-01-11,CLE,CLE vs. MEM,L,91,0.451,40,20,-10,2020-21,0
0022000151,2021-01-11,MIL,MIL @ ORL,W,121,0.505,43,25,22,2020-21,0
0022000155,2021-01-11,POR,POR vs. TOR,W,112,0.458,42,18,1,2020-21,0
0022000156,2021-01-11,SAC,SAC vs. IND,W,127,0.56,44,29,5,2020-21,0
