GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,PTS,FG_PCT,REB,AST,PLUS_MINUS,SEASON,IS_PLAYOFF,WIN,REST_DAYS,IS_HOME
22000015,2020-12-23,ATL,ATL @ CHI,W,124,0.538,46,24,20,2020-21,0,1,0.0,0
22000021,2020-12-26,ATL,ATL @ MEM,W,122,0.427,54,23,10,2020-21,0,1,3.0,0
22000041,2020-12-28,ATL,ATL vs. DET,W,128,0.488,45,30,8,2020-21,0,1,2.0,1
22000057,2020-12-30,ATL,ATL @ BKN,L,141,0.475,54,27,-4,2020-21,0,0,2.0,0
22000072,2021-01-01,ATL,ATL @ BKN,W,114,0.462,48,24,18,2020-21,0,1,2.0,0
22000083,2021-01-02,ATL,ATL vs. CLE,L,91,0.412,48,22,-5,2020-21,0,0,1.0,1
22000095,2021-01-04,ATL,ATL vs. NYK,L,108,0.46,40,24,-5,2020-21,0,0,2.0,1
22000110,2021-01-06,ATL,ATL vs. CHA,L,94,0.375,57,25,-8,2020-21,0,0,2.0,1
22000134,2021-01-09,ATL,ATL @ CHA,L,105,0.382,47,25,-8,2020-21,0,0,3.0,0
22000153,2021-01-11,ATL,ATL vs. PHI,W,112,0.374,58,20,18,2020-21,0,1,2.0,1
22000186,2021-01-15,ATL,ATL @ UTA,L,92,0.413,41,21,-24,2020-21,0,0,4.0,0
22000195,2021-01-16,ATL,ATL @ POR,L,106,0.437,48,24,-6,2020-21,0,0,1.0,0
22000205,2021-01-18,ATL,ATL vs. MIN,W,108,0.468,48,32,11,2020-21,0,1,2.0,1
22000219,2021-01-20,ATL,ATL vs. DET,W,123,0.44,63,21,8,2020-21,0,1,2.0,1
22000236,2021-01-22,ATL,ATL @ MIN,W,116,0.458,55,21,18,2020-21,0,1,2.0,0
22000254,2021-01-24,ATL,ATL @ MIL,L,115,0.506,27,27,-14,2020-21,0,0,2.0,0
22000268,2021-01-26,ATL,ATL vs. LAC,W,108,0.463,46,20,9,2020-21,0,1,2.0,1
22000274,2021-01-27,ATL,ATL vs. BKN,L,128,0.479,37,29,-4,2020-21,0,0,1.0,1
22000290,2021-01-29,ATL,ATL @ WAS,W,116,0.448,47,16,16,2020-21,0,1,2.0,0
22000313,2021-02-01,ATL,ATL vs. LAL,L,99,0.474,36,27,-8,2020-21,0,0,3.0,1
22000330,2021-02-03,ATL,ATL vs. DAL,L,116,0.5,46,31,-6,2020-21,0,0,2.0,1
22000338,2021-02-04,ATL,ATL vs. UTA,L,91,0.327,49,19,-21,2020-21,0,0,1.0,1
22000356,2021-02-06,ATL,ATL vs. TOR,W,132,0.568,43,31,11,2020-21,0,1,2.0,1
22000384,2021-02-10,ATL,ATL @ DAL,L,117,0.455,42,27,-1,2020-21,0,0,4.0,0
22000397,2021-02-12,ATL,ATL vs. SAS,L,114,0.433,41,22,-11,2020-21,0,0,2.0,1
22000407,2021-02-13,ATL,ATL vs. IND,L,113,0.478,38,35,-12,2020-21,0,0,1.0,1
22000422,2021-02-15,ATL,ATL @ NYK,L,112,0.424,42,17,-11,2020-21,0,0,2.0,0
22000438,2021-02-17,ATL,ATL @ BOS,W,122,0.571,37,19,8,2020-21,0,1,2.0,0
22000451,2021-02-19,ATL,ATL @ BOS,L,109,0.422,41,21,-12,2020-21,0,0,2.0,0
22000470,2021-02-21,ATL,ATL vs. DEN,W,123,0.519,44,29,8,2020-21,0,1,2.0,1
22000480,2021-02-23,ATL,ATL @ CLE,L,111,0.449,41,22,-1,2020-21,0,0,2.0,0
22000490,2021-02-24,ATL,ATL vs. BOS,W,127,0.529,45,27,15,2020-21,0,1,1.0,1
22000510,2021-02-26,ATL,ATL @ OKC,L,109,0.443,54,21,-9,2020-21,0,0,2.0,0
22000522,2021-02-28,ATL,ATL @ MIA,L,99,0.414,49,22,-10,2020-21,0,0,2.0,0
22000538,2021-03-02,ATL,ATL @ MIA,W,94,0.479,47,26,14,2020-21,0,1,2.0,0
22000544,2021-03-03,ATL,ATL @ ORL,W,115,0.447,42,26,3,2020-21,0,1,1.0,0
22000570,2021-03-11,ATL,ATL @ TOR,W,121,0.433,53,20,1,2020-21,0,1,8.0,0
22000590,2021-03-13,ATL,ATL vs. SAC,W,121,0.512,45,21,15,2020-21,0,1,2.0,1
22000597,2021-03-14,ATL,ATL vs. CLE,W,100,0.451,49,21,18,2020-21,0,1,1.0,1
22000613,2021-03-16,ATL,ATL @ HOU,W,119,0.512,38,32,12,2020-21,0,1,2.0,0
22000626,2021-03-18,ATL,ATL vs. OKC,W,116,0.54,50,26,23,2020-21,0,1,2.0,1
22000640,2021-03-20,ATL,ATL @ LAL,W,99,0.398,49,26,5,2020-21,0,1,2.0,0
22000660,2021-03-22,ATL,ATL @ LAC,L,110,0.453,48,21,-9,2020-21,0,0,2.0,0
22000677,2021-03-24,ATL,ATL @ SAC,L,108,0.482,42,17,-2,2020-21,0,0,2.0,0
22000692,2021-03-26,ATL,ATL @ GSW,W,124,0.548,45,31,16,2020-21,0,1,2.0,0
22000705,2021-03-28,ATL,ATL @ DEN,L,102,0.474,31,18,-24,2020-21,0,0,2.0,0
22000171,2021-03-30,ATL,ATL @ PHX,L,110,0.482,36,30,-7,2020-21,0,0,2.0,0
22000735,2021-04-01,ATL,ATL @ SAS,W,134,0.5,57,28,5,2020-21,0,1,2.0,0
22000742,2021-04-02,ATL,ATL @ NOP,W,126,0.563,42,25,23,2020-21,0,1,1.0,0
22000759,2021-04-04,ATL,ATL vs. GSW,W,117,0.432,49,19,6,2020-21,0,1,2.0,1
22000770,2021-04-06,ATL,ATL vs. NOP,W,123,0.5,42,24,16,2020-21,0,1,2.0,1
22000780,2021-04-07,ATL,ATL vs. MEM,L,113,0.446,42,26,-18,2020-21,0,0,1.0,1
22000791,2021-04-09,ATL,ATL vs. CHI,W,120,0.56,41,25,12,2020-21,0,1,2.0,1
22000805,2021-04-11,ATL,ATL @ CHA,W,105,0.452,41,27,4,2020-21,0,1,2.0,0
22000824,2021-04-13,ATL,ATL @ TOR,W,108,0.476,39,21,5,2020-21,0,1,2.0,0
22000840,2021-04-15,ATL,ATL vs. MIL,L,109,0.453,39,23,-11,2020-21,0,0,2.0,1
22000861,2021-04-18,ATL,ATL vs. IND,W,129,0.489,51,20,12,2020-21,0,1,3.0,1
22000876,2021-04-20,ATL,ATL vs. ORL,W,112,0.415,65,20,16,2020-21,0,1,2.0,1
22000886,2021-04-21,ATL,ATL @ NYK,L,127,0.48,41,28,-10,2020-21,0,0,1.0,0
22000898,2021-04-23,ATL,ATL vs. MIA,W,118,0.538,38,24,15,2020-21,0,1,2.0,1
22000913,2021-04-25,ATL,ATL vs. MIL,W,111,0.455,44,23,7,2020-21,0,1,2.0,1
22000916,2021-04-26,ATL,ATL @ DET,L,86,0.388,45,19,-14,2020-21,0,0,1.0,0
22000934,2021-04-28,ATL,ATL @ PHI,L,83,0.333,47,17,-44,2020-21,0,0,2.0,0
22000949,2021-04-30,ATL,ATL @ PHI,L,104,0.439,46,19,-22,2020-21,0,0,2.0,0
22000959,2021-05-01,ATL,ATL vs. CHI,W,108,0.5,44,19,11,2020-21,0,1,1.0,1
22000978,2021-05-03,ATL,ATL vs. POR,W,123,0.524,49,32,9,2020-21,0,1,2.0,1
22000992,2021-05-05,ATL,ATL vs. PHX,W,135,0.631,46,35,32,2020-21,0,1,2.0,1
22001000,2021-05-06,ATL,ATL @ IND,L,126,0.511,34,27,-7,2020-21,0,0,1.0,0
22001026,2021-05-10,ATL,ATL vs. WAS,W,125,0.479,55,23,1,2020-21,0,1,4.0,1
22001042,2021-05-12,ATL,ATL vs. WAS,W,120,0.512,51,22,4,2020-21,0,1,2.0,1
22001049,2021-05-13,ATL,ATL vs. ORL,W,116,0.436,49,19,23,2020-21,0,1,1.0,1
22001066,2021-05-16,ATL,ATL vs. HOU,W,124,0.544,56,32,29,2020-21,0,1,3.0,1
42000131,2021-05-23,ATL,ATL @ NYK,W,107,0.467,42,17,2,2020-21,1,1,7.0,0
42000132,2021-05-26,ATL,ATL @ NYK,L,92,0.369,41,17,-9,2020-21,1,0,3.0,0
42000133,2021-05-28,ATL,ATL vs. NYK,W,105,0.519,42,28,11,2020-21,1,1,2.0,1
42000134,2021-05-30,ATL,ATL vs. NYK,W,113,0.439,48,24,17,2020-21,1,1,2.0,1
42000135,2021-06-02,ATL,ATL @ NYK,W,103,0.425,48,17,14,2020-21,1,1,3.0,0
42000201,2021-06-06,ATL,ATL @ PHI,W,128,0.512,35,23,4,2020-21,1,1,4.0,0
42000202,2021-06-08,ATL,ATL @ PHI,L,102,0.458,45,20,-16,2020-21,1,0,2.0,0
42000203,2021-06-11,ATL,ATL vs. PHI,L,111,0.476,36,15,-16,2020-21,1,0,3.0,1
42000204,2021-06-14,ATL,ATL vs. PHI,W,103,0.366,49,24,3,2020-21,1,1,3.0,1
42000205,2021-06-16,ATL,ATL @ PHI,W,109,0.459,40,14,3,2020-21,1,1,2.0,0
42000206,2021-06-18,ATL,ATL vs. PHI,L,99,0.413,47,19,-5,2020-21,1,0,2.0,1
42000207,2021-06-20,ATL,ATL @ PHI,W,103,0.444,44,22,7,2020-21,1,1,2.0,0
42000301,2021-06-23,ATL,ATL @ MIL,W,116,0.495,51,19,3,2020-21,1,1,3.0,0
42000302,2021-06-25,ATL,ATL @ MIL,L,91,0.415,34,13,-34,2020-21,1,0,2.0,0
42000303,2021-06-27,ATL,ATL vs. MIL,L,102,0.464,35,20,-11,2020-21,1,0,2.0,1
42000304,2021-06-29,ATL,ATL vs. MIL,W,110,0.506,43,26,22,2020-21,1,1,2.0,1
42000305,2021-07-01,ATL,ATL @ MIL,L,112,0.456,40,24,-11,2020-21,1,0,2.0,0
42000306,2021-07-03,ATL,ATL vs. MIL,L,107,0.413,43,22,-11,2020-21,1,0,2.0,1
22100014,2021-10-21,ATL,ATL vs. DAL,W,113,0.479,55,31,26,2021-22,0,1,110.0,1
22100027,2021-10-23,ATL,ATL @ CLE,L,95,0.384,54,20,-6,2021-22,0,0,2.0,0
22100043,2021-10-25,ATL,ATL vs. DET,W,122,0.511,49,24,18,2021-22,0,1,2.0,1
22100059,2021-10-27,ATL,ATL @ NOP,W,102,0.417,55,21,3,2021-22,0,1,2.0,0
22100066,2021-10-28,ATL,ATL @ WAS,L,111,0.545,43,26,-11,2021-22,0,0,1.0,0
22100082,2021-10-30,ATL,ATL @ PHI,L,94,0.379,49,24,-28,2021-22,0,0,2.0,0
22100097,2021-11-01,ATL,ATL vs. WAS,W,118,0.458,47,24,7,2021-22,0,1,2.0,1
22100113,2021-11-03,ATL,ATL @ BKN,L,108,0.436,52,23,-9,2021-22,0,0,2.0,0
22100120,2021-11-04,ATL,ATL vs. UTA,L,98,0.427,32,18,-18,2021-22,0,0,1.0,1
22100137,2021-11-06,ATL,ATL @ PHX,L,117,0.433,50,18,-4,2021-22,0,0,2.0,0
22100152,2021-11-08,ATL,ATL @ GSW,L,113,0.463,35,21,-14,2021-22,0,0,2.0,0
22100156,2021-11-09,ATL,ATL @ UTA,L,98,0.435,32,22,-12,2021-22,0,0,1.0,0
22100182,2021-11-12,ATL,ATL @ DEN,L,96,0.409,50,20,-9,2021-22,0,0,3.0,0
22100193,2021-11-14,ATL,ATL vs. MIL,W,120,0.485,51,21,20,2021-22,0,1,2.0,1
22100202,2021-11-15,ATL,ATL vs. ORL,W,129,0.553,46,32,18,2021-22,0,1,1.0,1
22100215,2021-11-17,ATL,ATL vs. BOS,W,110,0.506,40,28,11,2021-22,0,1,2.0,1
22100242,2021-11-20,ATL,ATL vs. CHA,W,115,0.524,46,24,10,2021-22,0,1,3.0,1
22100255,2021-11-22,ATL,ATL vs. OKC,W,113,0.483,44,25,12,2021-22,0,1,2.0,1
22100277,2021-11-24,ATL,ATL @ SAS,W,124,0.511,44,26,18,2021-22,0,1,2.0,0
22100285,2021-11-26,ATL,ATL @ MEM,W,132,0.584,49,33,32,2021-22,0,1,2.0,0
22100293,2021-11-27,ATL,ATL vs. NYK,L,90,0.355,52,18,-9,2021-22,0,0,1.0,1
22100319,2021-12-01,ATL,ATL @ IND,W,114,0.512,41,24,3,2021-22,0,1,4.0,0
22100335,2021-12-03,ATL,ATL vs. PHI,L,96,0.408,47,20,-2,2021-22,0,0,2.0,1
22100350,2021-12-05,ATL,ATL vs. CHA,L,127,0.516,45,29,-3,2021-22,0,0,2.0,1
22100359,2021-12-06,ATL,ATL @ MIN,W,121,0.444,49,31,11,2021-22,0,1,1.0,0
22100384,2021-12-10,ATL,ATL vs. BKN,L,105,0.394,49,21,-8,2021-22,0,0,4.0,1
22100407,2021-12-13,ATL,ATL vs. HOU,L,126,0.494,40,20,-6,2021-22,0,0,3.0,1
22100418,2021-12-15,ATL,ATL @ ORL,W,111,0.494,40,25,12,2021-22,0,1,2.0,0
22100434,2021-12-17,ATL,ATL vs. DEN,L,115,0.466,37,22,-18,2021-22,0,0,2.0,1
22100470,2021-12-22,ATL,ATL vs. ORL,L,98,0.4,49,21,-6,2021-22,0,0,5.0,1
22100478,2021-12-23,ATL,ATL @ PHI,W,98,0.451,46,20,2,2021-22,0,1,1.0,0
22100488,2021-12-25,ATL,ATL @ NYK,L,87,0.379,46,23,-14,2021-22,0,0,2.0,0
22100502,2021-12-27,ATL,ATL vs. CHI,L,118,0.449,45,22,-12,2021-22,0,0,2.0,1
22100519,2021-12-29,ATL,ATL @ CHI,L,117,0.478,37,26,-14,2021-22,0,0,2.0,0
22100533,2021-12-31,ATL,ATL @ CLE,W,121,0.443,44,23,3,2021-22,0,1,2.0,0
22100560,2022-01-03,ATL,ATL @ POR,L,131,0.545,39,31,-5,2021-22,0,0,3.0,0
22100577,2022-01-05,ATL,ATL @ SAC,W,108,0.453,48,20,6,2021-22,0,1,2.0,0
22100589,2022-01-07,ATL,ATL @ LAL,L,118,0.448,54,29,-16,2021-22,0,0,2.0,0
22100597,2022-01-09,ATL,ATL @ LAC,L,93,0.449,39,19,-13,2021-22,0,0,2.0,0
22100621,2022-01-12,ATL,ATL vs. MIA,L,91,0.378,37,20,-24,2021-22,0,0,3.0,1
22100636,2022-01-14,ATL,ATL @ MIA,L,118,0.481,34,26,-6,2021-22,0,0,2.0,0
22100643,2022-01-15,ATL,ATL vs. NYK,L,108,0.5,31,23,-9,2021-22,0,0,1.0,1
22100660,2022-01-17,ATL,ATL vs. MIL,W,121,0.442,46,25,7,2021-22,0,1,2.0,1
22100670,2022-01-19,ATL,ATL vs. MIN,W,134,0.523,39,34,12,2021-22,0,1,2.0,1
22100687,2022-01-21,ATL,ATL vs. MIA,W,110,0.559,36,26,2,2021-22,0,1,2.0,1
22100703,2022-01-23,ATL,ATL @ CHA,W,113,0.455,45,25,22,2021-22,0,1,2.0,0
22100725,2022-01-26,ATL,ATL vs. SAC,W,121,0.533,48,29,17,2021-22,0,1,3.0,1
22100737,2022-01-28,ATL,ATL vs. BOS,W,108,0.461,43,19,16,2021-22,0,1,2.0,1
22100751,2022-01-30,ATL,ATL vs. LAL,W,129,0.583,45,31,8,2021-22,0,1,2.0,1
22100767,2022-01-31,ATL,ATL vs. TOR,L,100,0.457,46,28,-6,2021-22,0,0,1.0,1
22100783,2022-02-03,ATL,ATL vs. PHX,W,124,0.524,41,25,9,2021-22,0,1,3.0,1
22100790,2022-02-04,ATL,ATL @ TOR,L,114,0.462,40,27,-11,2021-22,0,0,1.0,0
22100807,2022-02-06,ATL,ATL @ DAL,L,94,0.389,50,21,-9,2021-22,0,0,2.0,0
22100816,2022-02-08,ATL,ATL vs. IND,W,133,0.578,43,36,21,2021-22,0,1,2.0,1
22100841,2022-02-11,ATL,ATL vs. SAS,L,121,0.456,49,28,-15,2021-22,0,0,3.0,1
22100856,2022-02-13,ATL,ATL @ BOS,L,95,0.366,48,18,-10,2021-22,0,0,2.0,0
22100867,2022-02-15,ATL,ATL vs. CLE,W,124,0.538,35,25,8,2021-22,0,1,2.0,1
22100874,2022-02-16,ATL,ATL @ ORL,W,130,0.5,47,23,21,2021-22,0,1,1.0,0
22100891,2022-02-24,ATL,ATL @ CHI,L,108,0.423,45,20,-4,2021-22,0,0,8.0,0
22100906,2022-02-26,ATL,ATL vs. TOR,W,127,0.578,45,27,27,2021-22,0,1,2.0,1
22100927,2022-03-01,ATL,ATL @ BOS,L,98,0.434,37,15,-9,2021-22,0,0,3.0,0
22100710,2022-03-03,ATL,ATL vs. CHI,W,130,0.524,33,26,6,2021-22,0,1,2.0,1
22100948,2022-03-04,ATL,ATL @ WAS,W,117,0.418,39,18,3,2021-22,0,1,1.0,0
22100968,2022-03-07,ATL,ATL @ DET,L,110,0.452,48,28,-3,2021-22,0,0,3.0,0
22100984,2022-03-09,ATL,ATL @ MIL,L,115,0.5,44,26,-9,2021-22,0,0,2.0,0
22100996,2022-03-11,ATL,ATL vs. LAC,W,112,0.478,47,28,6,2021-22,0,1,2.0,1
22101016,2022-03-13,ATL,ATL vs. IND,W,131,0.548,36,27,3,2021-22,0,1,2.0,1
22101021,2022-03-14,ATL,ATL vs. POR,W,122,0.367,49,28,9,2021-22,0,1,1.0,1
22101033,2022-03-16,ATL,ATL @ CHA,L,106,0.43,43,28,-10,2021-22,0,0,2.0,0
22101047,2022-03-18,ATL,ATL vs. MEM,W,120,0.495,40,28,15,2021-22,0,1,2.0,1
22101064,2022-03-20,ATL,ATL vs. NOP,L,112,0.471,40,22,-5,2021-22,0,0,2.0,1
22101081,2022-03-22,ATL,ATL @ NYK,W,117,0.494,43,26,6,2021-22,0,1,2.0,0
22101085,2022-03-23,ATL,ATL @ DET,L,101,0.402,40,21,-21,2021-22,0,0,1.0,0
22101102,2022-03-25,ATL,ATL vs. GSW,W,121,0.517,44,27,11,2021-22,0,1,2.0,1
22101124,2022-03-28,ATL,ATL @ IND,W,132,0.547,40,32,9,2021-22,0,1,3.0,0
22101143,2022-03-30,ATL,ATL @ OKC,W,136,0.538,43,28,18,2021-22,0,1,2.0,0
22100452,2022-03-31,ATL,ATL vs. CLE,W,131,0.495,48,27,24,2021-22,0,1,1.0,1
22101163,2022-04-02,ATL,ATL vs. BKN,W,122,0.419,54,18,7,2021-22,0,1,2.0,1
22101182,2022-04-05,ATL,ATL @ TOR,L,108,0.457,43,31,-10,2021-22,0,0,3.0,0
22101192,2022-04-06,ATL,ATL vs. WAS,W,118,0.467,39,26,15,2021-22,0,1,1.0,1
22101207,2022-04-08,ATL,ATL @ MIA,L,109,0.477,43,17,-4,2021-22,0,0,2.0,0
22101221,2022-04-10,ATL,ATL @ HOU,W,130,0.517,50,29,16,2021-22,0,1,2.0,0
42100101,2022-04-17,ATL,ATL @ MIA,L,91,0.387,38,16,-24,2021-22,1,0,7.0,0
42100102,2022-04-19,ATL,ATL @ MIA,L,105,0.471,40,21,-10,2021-22,1,0,2.0,0
42100103,2022-04-22,ATL,ATL vs. MIA,W,111,0.513,36,23,1,2021-22,1,1,3.0,1
42100104,2022-04-24,ATL,ATL vs. MIA,L,86,0.4,41,18,-24,2021-22,1,0,2.0,1
42100105,2022-04-26,ATL,ATL @ MIA,L,94,0.419,42,15,-3,2021-22,1,0,2.0,0
22200005,2022-10-19,ATL,ATL vs. HOU,W,117,0.5,38,30,10,2022-23,0,1,176.0,1
22200020,2022-10-21,ATL,ATL vs. ORL,W,108,0.449,46,26,10,2022-23,0,1,2.0,1
22200038,2022-10-23,ATL,ATL vs. CHA,L,109,0.411,45,23,-17,2022-23,0,0,2.0,1
22200057,2022-10-26,ATL,ATL @ DET,W,118,0.495,46,22,5,2022-23,0,1,3.0,0
22200070,2022-10-28,ATL,ATL @ DET,W,136,0.567,45,31,24,2022-23,0,1,2.0,0
22200085,2022-10-29,ATL,ATL @ MIL,L,115,0.479,42,19,-8,2022-23,0,0,1.0,0
22200099,2022-10-31,ATL,ATL @ TOR,L,109,0.464,37,28,-30,2022-23,0,0,2.0,0
22200110,2022-11-02,ATL,ATL @ NYK,W,112,0.411,51,28,13,2022-23,0,1,2.0,0
22200134,2022-11-05,ATL,ATL vs. NOP,W,124,0.456,50,28,3,2022-23,0,1,3.0,1
22200149,2022-11-07,ATL,ATL vs. MIL,W,117,0.465,48,23,19,2022-23,0,1,2.0,1
22200162,2022-11-09,ATL,ATL vs. UTA,L,119,0.468,54,24,-6,2022-23,0,0,2.0,1
22200173,2022-11-10,ATL,ATL vs. PHI,W,104,0.443,54,19,9,2022-23,0,1,1.0,1
22200188,2022-11-12,ATL,ATL @ PHI,L,109,0.449,43,20,-12,2022-23,0,0,2.0,0
22200204,2022-11-14,ATL,ATL @ MIL,W,121,0.478,45,23,15,2022-23,0,1,2.0,0
22200214,2022-11-16,ATL,ATL vs. BOS,L,101,0.416,45,21,-25,2022-23,0,0,2.0,1
22200235,2022-11-19,ATL,ATL vs. TOR,W,124,0.5,50,23,2,2022-23,0,1,3.0,1
22200248,2022-11-21,ATL,ATL @ CLE,L,102,0.437,35,24,-12,2022-23,0,0,2.0,0
22200263,2022-11-23,ATL,ATL vs. SAC,W,115,0.446,47,23,9,2022-23,0,1,2.0,1
22200278,2022-11-25,ATL,ATL @ HOU,L,122,0.476,28,14,-6,2022-23,0,0,2.0,0
22200293,2022-11-27,ATL,ATL vs. MIA,L,98,0.398,42,24,-8,2022-23,0,0,2.0,1
22200299,2022-11-28,ATL,ATL @ PHI,L,101,0.5,42,26,-3,2022-23,0,0,1.0,0
22200313,2022-11-30,ATL,ATL @ ORL,W,125,0.543,49,25,17,2022-23,0,1,2.0,0
22200327,2022-12-02,ATL,ATL vs. DEN,W,117,0.557,43,24,8,2022-23,0,1,2.0,1
22200354,2022-12-05,ATL,ATL vs. OKC,L,114,0.431,54,24,-7,2022-23,0,0,3.0,1
22200365,2022-12-07,ATL,ATL @ NYK,L,89,0.376,39,16,-24,2022-23,0,0,2.0,0
22200380,2022-12-09,ATL,ATL @ BKN,L,116,0.495,38,21,-4,2022-23,0,0,2.0,0
22200400,2022-12-11,ATL,ATL vs. CHI,W,123,0.48,45,28,1,2022-23,0,1,2.0,1
22200404,2022-12-12,ATL,ATL @ MEM,L,103,0.356,39,20,-25,2022-23,0,0,1.0,0
22200416,2022-12-14,ATL,ATL @ ORL,L,124,0.5,39,30,-11,2022-23,0,0,2.0,0
22200428,2022-12-16,ATL,ATL @ CHA,W,125,0.547,41,25,19,2022-23,0,1,2.0,0
22200454,2022-12-19,ATL,ATL vs. ORL,W,126,0.511,41,29,1,2022-23,0,1,3.0,1
22200468,2022-12-21,ATL,ATL vs. CHI,L,108,0.429,47,22,-2,2022-23,0,0,2.0,1
22200481,2022-12-23,ATL,ATL vs. DET,W,130,0.533,48,30,25,2022-23,0,1,2.0,1
22200508,2022-12-27,ATL,ATL @ IND,L,114,0.449,42,26,-15,2022-23,0,0,4.0,0
22200517,2022-12-28,ATL,ATL vs. BKN,L,107,0.433,47,22,-1,2022-23,0,0,1.0,1
22200530,2022-12-30,ATL,ATL vs. LAL,L,121,0.475,41,22,-9,2022-23,0,0,2.0,1
22200558,2023-01-02,ATL,ATL @ GSW,L,141,0.486,53,30,-2,2022-23,0,0,3.0,0
22200575,2023-01-04,ATL,ATL @ SAC,W,120,0.536,44,21,3,2022-23,0,1,2.0,0
22200590,2023-01-06,ATL,ATL @ LAL,L,114,0.458,39,24,-16,2022-23,0,0,2.0,0
22200604,2023-01-08,ATL,ATL @ LAC,W,112,0.494,43,22,4,2022-23,0,1,2.0,0
22200620,2023-01-11,ATL,ATL vs. MIL,L,105,0.448,41,25,-9,2022-23,0,0,3.0,1
22200633,2023-01-13,ATL,ATL @ IND,W,113,0.436,50,26,2,2022-23,0,1,2.0,0
22200644,2023-01-14,ATL,ATL @ TOR,W,114,0.512,40,19,11,2022-23,0,1,1.0,0
22200661,2023-01-16,ATL,ATL vs. MIA,W,121,0.592,28,27,8,2022-23,0,1,2.0,1
22200670,2023-01-18,ATL,ATL @ DAL,W,130,0.57,35,28,8,2022-23,0,1,2.0,0
22200684,2023-01-20,ATL,ATL vs. NYK,W,139,0.56,39,27,15,2022-23,0,1,2.0,1
22200694,2023-01-21,ATL,ATL vs. CHA,L,118,0.542,40,24,-4,2022-23,0,0,1.0,1
22200708,2023-01-23,ATL,ATL @ CHI,L,100,0.459,43,24,-11,2022-23,0,0,2.0,0
22200725,2023-01-25,ATL,ATL @ OKC,W,137,0.595,46,26,5,2022-23,0,1,2.0,0
22200745,2023-01-28,ATL,ATL vs. LAC,L,113,0.474,47,24,-7,2022-23,0,0,3.0,1
22200763,2023-01-30,ATL,ATL @ POR,L,125,0.468,45,26,-4,2022-23,0,0,2.0,0
22200777,2023-02-01,ATL,ATL @ PHX,W,132,0.571,45,32,32,2022-23,0,1,2.0,0
22200792,2023-02-03,ATL,ATL @ UTA,W,115,0.463,52,28,7,2022-23,0,1,2.0,0
22200801,2023-02-04,ATL,ATL @ DEN,L,108,0.484,43,26,-20,2022-23,0,0,1.0,0
22200818,2023-02-07,ATL,ATL @ NOP,L,107,0.447,41,30,-9,2022-23,0,0,3.0,0
22200832,2023-02-09,ATL,ATL vs. PHX,W,116,0.453,59,23,9,2022-23,0,1,2.0,1
22200850,2023-02-11,ATL,ATL vs. SAS,W,125,0.485,48,29,19,2022-23,0,1,2.0,1
22200857,2023-02-13,ATL,ATL @ CHA,L,138,0.491,42,26,-6,2022-23,0,0,2.0,0
22200876,2023-02-15,ATL,ATL vs. NYK,L,101,0.412,40,25,-21,2022-23,0,0,2.0,1
22200896,2023-02-24,ATL,ATL vs. CLE,W,136,0.588,42,28,17,2022-23,0,1,9.0,1
22200911,2023-02-26,ATL,ATL vs. BKN,W,129,0.5,46,20,2,2022-23,0,1,2.0,1
22200923,2023-02-28,ATL,ATL vs. WAS,L,116,0.462,42,21,-3,2022-23,0,0,2.0,1
22200947,2023-03-03,ATL,ATL vs. POR,W,129,0.571,43,30,18,2022-23,0,1,3.0,1
22200958,2023-03-04,ATL,ATL @ MIA,L,109,0.468,37,22,-8,2022-23,0,0,1.0,0
22200974,2023-03-06,ATL,ATL @ MIA,L,128,0.554,37,28,-2,2022-23,0,0,2.0,0
22200985,2023-03-08,ATL,ATL @ WAS,W,122,0.529,36,26,2,2022-23,0,1,2.0,0
22200999,2023-03-10,ATL,ATL @ WAS,W,114,0.442,46,25,7,2022-23,0,1,2.0,0
22201008,2023-03-11,ATL,ATL vs. BOS,L,125,0.5,48,24,-9,2022-23,0,0,1.0,1
22201021,2023-03-13,ATL,ATL vs. MIN,L,115,0.454,51,17,-21,2022-23,0,0,2.0,1
22201048,2023-03-17,ATL,ATL vs. GSW,W,127,0.47,45,27,8,2022-23,0,1,4.0,1
22201065,2023-03-19,ATL,ATL @ SAS,L,118,0.475,51,21,-8,2022-23,0,0,2.0,0
22201078,2023-03-21,ATL,ATL vs. DET,W,129,0.463,61,26,22,2022-23,0,1,2.0,1
22201090,2023-03-22,ATL,ATL @ MIN,L,124,0.529,41,28,-1,2022-23,0,0,1.0,0
22201107,2023-03-25,ATL,ATL vs. IND,W,143,0.552,42,33,13,2022-23,0,1,3.0,1
22201115,2023-03-26,ATL,ATL vs. MEM,L,119,0.459,48,27,-4,2022-23,0,0,1.0,1
22201131,2023-03-28,ATL,ATL vs. CLE,W,120,0.461,51,25,2,2022-23,0,1,2.0,1
22201153,2023-03-31,ATL,ATL @ BKN,L,107,0.429,46,23,-17,2022-23,0,0,3.0,0
22201167,2023-04-02,ATL,ATL vs. DAL,W,132,0.472,53,28,2,2022-23,0,1,2.0,1
22201182,2023-04-04,ATL,ATL @ CHI,W,123,0.558,48,26,18,2022-23,0,1,2.0,0
22201191,2023-04-05,ATL,ATL vs. WAS,W,134,0.512,48,30,18,2022-23,0,1,1.0,1
22201205,2023-04-07,ATL,ATL vs. PHI,L,131,0.554,38,32,-5,2022-23,0,0,2.0,1
