GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,PTS,FG_PCT,REB,AST,PLUS_MINUS,SEASON,IS_PLAYOFF,WIN,REST_DAYS,IS_HOME
22300481,2024-01-05,BKN,BKN vs. OKC,W,124,0.451,51,25,9,2023-24,0,1,2.0,1
22300498,2024-01-07,BKN,BKN vs. POR,L,127,0.505,44,29,-7,2023-24,0,0,2.0,1
22300527,2024-01-11,BKN,BKN @ CLE,L,102,0.451,41,18,-9,2023-24,0,0,4.0,0
22300562,2024-01-15,BKN,BKN vs. MIA,L,95,0.343,50,26,-1,2023-24,0,0,4.0,1
22300578,2024-01-17,BKN,BKN @ POR,L,103,0.479,33,28,-2,2023-24,0,0,2.0,0
22300591,2024-01-19,BKN,BKN @ LAL,W,130,0.526,41,31,18,2023-24,0,1,2.0,0
22300600,2024-01-21,BKN,BKN @ LAC,L,114,0.489,36,29,-11,2023-24,0,0,2.0,0
22300615,2024-01-23,BKN,BKN vs. NYK,L,103,0.442,40,29,-5,2023-24,0,0,2.0,1
22300629,2024-01-25,BKN,BKN vs. MIN,L,94,0.455,32,22,-2,2023-24,0,0,2.0,1
22300645,2024-01-27,BKN,BKN vs. HOU,W,106,0.486,40,24,2,2023-24,0,1,2.0,1
22300660,2024-01-29,BKN,BKN vs. UTA,W,147,0.514,50,41,33,2023-24,0,1,2.0,1
22300677,2024-01-31,BKN,BKN vs. PHX,L,120,0.5,27,28,-16,2023-24,0,0,2.0,1
22300698,2024-02-03,BKN,BKN @ PHI,W,136,0.516,53,35,15,2023-24,0,1,3.0,0
22300717,2024-02-05,BKN,BKN vs. GSW,L,98,0.382,38,23,-11,2023-24,0,0,2.0,1
22300720,2024-02-06,BKN,BKN vs. DAL,L,107,0.451,43,33,-12,2023-24,0,0,1.0,1
22300735,2024-02-08,BKN,BKN vs. CLE,L,95,0.398,34,22,-23,2023-24,0,0,2.0,1
22300750,2024-02-10,BKN,BKN vs. SAS,W,123,0.563,41,31,20,2023-24,0,1,2.0,1
22300771,2024-02-13,BKN,BKN vs. BOS,L,110,0.494,37,28,-8,2023-24,0,0,3.0,1
22300780,2024-02-14,BKN,BKN @ BOS,L,86,0.383,31,27,-50,2023-24,0,0,1.0,0
22300795,2024-02-22,BKN,BKN @ TOR,L,93,0.413,39,19,-28,2023-24,0,0,8.0,0
22300815,2024-02-24,BKN,BKN @ MIN,L,86,0.337,56,20,-15,2023-24,0,0,2.0,0
22300830,2024-02-26,BKN,BKN @ MEM,W,111,0.489,46,32,25,2023-24,0,1,2.0,0
22300833,2024-02-27,BKN,BKN @ ORL,L,81,0.392,35,18,-27,2023-24,0,0,1.0,0
22300851,2024-02-29,BKN,BKN vs. ATL,W,124,0.511,43,30,27,2023-24,0,1,2.0,1
22300866,2024-03-02,BKN,BKN vs. ATL,W,114,0.466,45,28,12,2023-24,0,1,2.0,1
22300879,2024-03-04,BKN,BKN vs. MEM,L,102,0.443,33,27,-4,2023-24,0,0,2.0,1
22300887,2024-03-05,BKN,BKN vs. PHI,W,112,0.488,44,25,5,2023-24,0,1,1.0,1
22300902,2024-03-07,BKN,BKN @ DET,L,112,0.488,28,24,-6,2023-24,0,0,2.0,0
22300918,2024-03-09,BKN,BKN @ CHA,L,99,0.4,41,22,-11,2023-24,0,0,2.0,0
22300930,2024-03-10,BKN,BKN @ CLE,W,120,0.532,40,33,19,2023-24,0,1,1.0,0
22300947,2024-03-13,BKN,BKN @ ORL,L,106,0.469,32,21,-8,2023-24,0,0,3.0,0
22300968,2024-03-16,BKN,BKN @ IND,L,100,0.429,45,18,-21,2023-24,0,0,3.0,0
22300981,2024-03-17,BKN,BKN @ SAS,L,115,0.461,48,29,-7,2023-24,0,0,1.0,0
22300993,2024-03-19,BKN,BKN vs. NOP,L,91,0.369,42,19,-13,2023-24,0,0,2.0,1
22301007,2024-03-21,BKN,BKN @ MIL,L,108,0.446,49,29,-7,2023-24,0,0,2.0,0
22301019,2024-03-23,BKN,BKN @ NYK,L,93,0.447,41,26,-12,2023-24,0,0,2.0,0
22301036,2024-03-25,BKN,BKN @ TOR,W,96,0.457,50,20,8,2023-24,0,1,2.0,0
22301050,2024-03-27,BKN,BKN @ WAS,W,122,0.48,45,24,3,2023-24,0,1,2.0,0
22301066,2024-03-29,BKN,BKN vs. CHI,W,125,0.473,43,26,17,2023-24,0,1,2.0,1
22301078,2024-03-31,BKN,BKN vs. LAL,L,104,0.424,38,19,-12,2023-24,0,0,2.0,1
22301089,2024-04-01,BKN,BKN @ IND,L,111,0.471,43,20,-22,2023-24,0,0,1.0,0
22301106,2024-04-03,BKN,BKN vs. IND,W,115,0.483,50,22,4,2023-24,0,1,2.0,1
22301128,2024-04-06,BKN,BKN vs. DET,W,113,0.521,48,20,10,2023-24,0,1,3.0,1
22301141,2024-04-07,BKN,BKN vs. SAC,L,77,0.349,46,17,-30,2023-24,0,0,1.0,1
22301160,2024-04-10,BKN,BKN vs. TOR,W,106,0.442,56,25,4,2023-24,0,1,3.0,1
22301175,2024-04-12,BKN,BKN @ NYK,L,107,0.5,45,22,-4,2023-24,0,0,2.0,0
22301192,2024-04-14,BKN,BKN @ PHI,L,86,0.386,42,19,-21,2023-24,0,0,2.0,0
22400064,2024-10-23,BKN,BKN @ ATL,L,116,0.44,43,21,-4,2024-25,0,0,192.0,0
22400077,2024-10-25,BKN,BKN @ ORL,L,101,0.422,37,22,-15,2024-25,0,0,2.0,0
22400098,2024-10-27,BKN,BKN vs. MIL,W,115,0.429,47,23,13,2024-25,0,1,2.0,1
22400113,2024-10-29,BKN,BKN vs. DEN,L,139,0.51,41,37,-5,2024-25,0,0,2.0,1
22400124,2024-10-30,BKN,BKN @ MEM,W,119,0.513,34,27,13,2024-25,0,1,1.0,0
22400136,2024-11-01,BKN,BKN vs. CHI,W,120,0.521,46,34,8,2024-25,0,1,2.0,1
22400151,2024-11-03,BKN,BKN vs. DET,L,92,0.451,27,23,-14,2024-25,0,0,2.0,1
22400158,2024-11-04,BKN,BKN vs. MEM,W,106,0.476,37,28,2,2024-25,0,1,1.0,1
22400187,2024-11-08,BKN,BKN @ BOS,L,104,0.41,51,24,-4,2024-25,0,0,4.0,0
22400199,2024-11-09,BKN,BKN @ CLE,L,100,0.447,36,21,-5,2024-25,0,0,1.0,0
22400214,2024-11-11,BKN,BKN @ NOP,W,107,0.429,46,24,2,2024-25,0,1,2.0,0
22400218,2024-11-13,BKN,BKN vs. BOS,L,114,0.506,34,26,-25,2024-25,0,0,2.0,1
22400014,2024-11-15,BKN,BKN @ NYK,L,122,0.438,37,27,-2,2024-25,0,0,2.0,0
22400240,2024-11-17,BKN,BKN @ NYK,L,104,0.421,35,31,-10,2024-25,0,0,2.0,0
22400022,2024-11-19,BKN,BKN vs. CHA,W,116,0.494,36,31,1,2024-25,0,1,2.0,1
22400027,2024-11-22,BKN,BKN @ PHI,L,98,0.494,34,28,-15,2024-25,0,0,3.0,0
22400276,2024-11-24,BKN,BKN @ SAC,W,108,0.48,31,24,5,2024-25,0,1,2.0,0
22400284,2024-11-25,BKN,BKN @ GSW,W,128,0.494,42,23,8,2024-25,0,1,1.0,0
22400297,2024-11-27,BKN,BKN @ PHX,W,127,0.506,36,32,10,2024-25,0,1,2.0,0
22400043,2024-11-29,BKN,BKN vs. ORL,L,100,0.494,35,22,-23,2024-25,0,0,2.0,1
22400305,2024-12-01,BKN,BKN vs. ORL,L,92,0.38,33,19,-8,2024-25,0,0,2.0,1
22400317,2024-12-02,BKN,BKN @ CHI,L,102,0.4,41,24,-26,2024-25,0,0,1.0,0
22400320,2024-12-04,BKN,BKN vs. IND,W,99,0.432,43,24,9,2024-25,0,1,2.0,1
22400348,2024-12-08,BKN,BKN vs. MIL,L,113,0.506,30,24,-5,2024-25,0,0,4.0,1
22401211,2024-12-13,BKN,BKN @ MEM,L,119,0.457,41,30,-16,2024-25,0,0,5.0,0
22401224,2024-12-16,BKN,BKN vs. CLE,L,101,0.42,35,25,-29,2024-25,0,0,3.0,1
22400364,2024-12-19,BKN,BKN @ TOR,W,101,0.402,53,18,7,2024-25,0,1,3.0,0
22400379,2024-12-21,BKN,BKN vs. UTA,L,94,0.404,50,24,-11,2024-25,0,0,2.0,1
22400396,2024-12-23,BKN,BKN @ MIA,L,95,0.393,42,23,-15,2024-25,0,0,2.0,0
22400415,2024-12-26,BKN,BKN @ MIL,W,111,0.476,38,25,6,2024-25,0,1,3.0,0
22400421,2024-12-27,BKN,BKN vs. SAS,L,87,0.389,45,22,-9,2024-25,0,0,1.0,1
22400436,2024-12-29,BKN,BKN @ ORL,L,101,0.438,38,22,-1,2024-25,0,0,2.0,0
22400459,2025-01-01,BKN,BKN @ TOR,L,113,0.483,32,28,-17,2024-25,0,0,3.0,0
22400465,2025-01-02,BKN,BKN @ MIL,W,113,0.432,51,26,3,2024-25,0,1,1.0,0
22400478,2025-01-04,BKN,BKN vs. PHI,L,94,0.415,39,22,-29,2024-25,0,0,2.0,1
22400495,2025-01-06,BKN,BKN vs. IND,L,99,0.418,51,23,-14,2024-25,0,0,2.0,1
22400513,2025-01-08,BKN,BKN vs. DET,L,98,0.384,38,24,-15,2024-25,0,0,2.0,1
22400531,2025-01-10,BKN,BKN @ DEN,L,105,0.422,39,26,-19,2024-25,0,0,2.0,0
22400546,2025-01-12,BKN,BKN @ UTA,L,111,0.424,54,26,-1,2024-25,0,0,2.0,0
22400560,2025-01-14,BKN,BKN @ POR,W,132,0.544,44,36,18,2024-25,0,1,2.0,0
22400571,2025-01-15,BKN,BKN @ LAC,L,67,0.301,39,15,-59,2024-25,0,0,1.0,0
22400585,2025-01-17,BKN,BKN @ LAL,L,101,0.451,45,28,-1,2024-25,0,0,2.0,0
22400595,2025-01-19,BKN,BKN @ OKC,L,101,0.425,41,25,-26,2024-25,0,0,2.0,0
22400606,2025-01-21,BKN,BKN vs. NYK,L,95,0.372,47,21,-4,2024-25,0,0,2.0,1
22400613,2025-01-22,BKN,BKN vs. PHX,L,84,0.374,52,16,-24,2024-25,0,0,1.0,1
22400636,2025-01-25,BKN,BKN vs. MIA,L,97,0.375,35,23,-9,2024-25,0,0,3.0,1
22400651,2025-01-27,BKN,BKN vs. SAC,L,96,0.366,39,19,-14,2024-25,0,0,2.0,1
22400663,2025-01-29,BKN,BKN @ CHA,W,104,0.488,40,27,21,2024-25,0,1,2.0,0
22400689,2025-02-01,BKN,BKN @ HOU,W,110,0.494,46,24,12,2024-25,0,1,3.0,0
22400711,2025-02-04,BKN,BKN vs. HOU,W,99,0.463,39,26,2,2024-25,0,1,3.0,1
22400720,2025-02-05,BKN,BKN vs. WAS,L,102,0.434,37,26,-17,2024-25,0,0,1.0,1
22400737,2025-02-07,BKN,BKN vs. MIA,W,102,0.419,57,17,16,2024-25,0,1,2.0,1
22400758,2025-02-10,BKN,BKN vs. CHA,W,97,0.398,47,24,8,2024-25,0,1,3.0,1
22400772,2025-02-12,BKN,BKN vs. PHI,W,100,0.471,50,23,4,2024-25,0,1,2.0,1
22400791,2025-02-20,BKN,BKN vs. CLE,L,97,0.4,45,25,-13,2024-25,0,0,8.0,1
22400807,2025-02-22,BKN,BKN @ PHI,W,105,0.506,39,27,2,2024-25,0,1,2.0,0
22400824,2025-02-24,BKN,BKN @ WAS,L,99,0.393,39,25,-8,2024-25,0,0,2.0,0
22400840,2025-02-26,BKN,BKN vs. OKC,L,121,0.409,46,31,-8,2024-25,0,0,2.0,1
22400853,2025-02-28,BKN,BKN vs. POR,L,102,0.414,45,20,-19,2024-25,0,0,2.0,1
22400861,2025-03-01,BKN,BKN @ DET,L,94,0.305,38,19,-21,2024-25,0,0,1.0,0
22400888,2025-03-04,BKN,BKN @ SAS,L,113,0.453,40,29,-14,2024-25,0,0,3.0,0
22400901,2025-03-06,BKN,BKN vs. GSW,L,119,0.506,32,30,-2,2024-25,0,0,2.0,1
22400912,2025-03-08,BKN,BKN @ CHA,L,102,0.463,37,20,-3,2024-25,0,0,2.0,0
22400930,2025-03-10,BKN,BKN vs. LAL,W,111,0.411,47,22,3,2024-25,0,1,2.0,1
22400940,2025-03-11,BKN,BKN @ CLE,L,104,0.464,38,31,-5,2024-25,0,0,1.0,0
22400956,2025-03-13,BKN,BKN @ CHI,L,110,0.448,50,32,-6,2024-25,0,0,2.0,0
22400968,2025-03-15,BKN,BKN vs. BOS,L,113,0.467,45,34,-2,2024-25,0,0,2.0,1
22400978,2025-03-16,BKN,BKN vs. ATL,W,122,0.478,40,33,8,2024-25,0,1,1.0,1
22400994,2025-03-18,BKN,BKN @ BOS,L,96,0.409,39,21,-8,2024-25,0,0,2.0,0
22401011,2025-03-20,BKN,BKN @ IND,L,99,0.356,47,20,-6,2024-25,0,0,2.0,0
22401024,2025-03-22,BKN,BKN @ IND,L,103,0.433,48,20,-5,2024-25,0,0,2.0,0
22401040,2025-03-24,BKN,BKN vs. DAL,L,101,0.513,37,30,-19,2024-25,0,0,2.0,1
22401054,2025-03-26,BKN,BKN vs. TOR,L,86,0.356,43,16,-30,2024-25,0,0,2.0,1
22401068,2025-03-28,BKN,BKN vs. LAC,L,100,0.371,43,27,-32,2024-25,0,0,2.0,1
22401075,2025-03-29,BKN,BKN @ WAS,W,115,0.443,49,25,3,2024-25,0,1,1.0,0
22401095,2025-03-31,BKN,BKN @ DAL,W,113,0.433,40,32,4,2024-25,0,1,2.0,0
22401113,2025-04-03,BKN,BKN vs. MIN,L,90,0.427,34,30,-15,2024-25,0,0,3.0,1
22401134,2025-04-06,BKN,BKN vs. TOR,L,109,0.476,46,25,-11,2024-25,0,0,3.0,1
22401150,2025-04-08,BKN,BKN vs. NOP,W,119,0.494,40,30,5,2024-25,0,1,2.0,1
22401169,2025-04-10,BKN,BKN vs. ATL,L,109,0.4,41,31,-24,2024-25,0,0,2.0,1
22401179,2025-04-11,BKN,BKN @ MIN,L,91,0.367,41,24,-26,2024-25,0,0,1.0,0
22401188,2025-04-13,BKN,BKN vs. NYK,L,105,0.514,42,21,-8,2024-25,0,0,2.0,1
22000003,2020-12-23,BOS,BOS vs. MIL,W,122,0.475,37,23,1,2020-21,0,1,0.0,1
22000007,2020-12-25,BOS,BOS vs. BKN,L,95,0.378,47,23,-28,2020-21,0,0,2.0,1
22000037,2020-12-27,BOS,BOS @ IND,L,107,0.506,40,21,-1,2020-21,0,0,2.0,0
22000048,2020-12-29,BOS,BOS @ IND,W,116,0.5,43,21,5,2020-21,0,1,2.0,0
22000056,2020-12-30,BOS,BOS vs. MEM,W,126,0.538,42,27,19,2020-21,0,1,1.0,1
22000070,2021-01-01,BOS,BOS @ DET,L,93,0.47,44,20,-3,2020-21,0,0,2.0,0
22000085,2021-01-03,BOS,BOS @ DET,W,122,0.563,41,35,2,2020-21,0,1,2.0,0
22000097,2021-01-04,BOS,BOS @ TOR,W,126,0.488,56,19,12,2020-21,0,1,1.0,0
22000111,2021-01-06,BOS,BOS @ MIA,W,107,0.424,53,22,2,2020-21,0,1,2.0,0
22000124,2021-01-08,BOS,BOS vs. WAS,W,116,0.477,49,21,9,2020-21,0,1,2.0,1
22000180,2021-01-15,BOS,BOS vs. ORL,W,124,0.511,45,25,27,2020-21,0,1,7.0,1
22000196,2021-01-17,BOS,BOS vs. NYK,L,75,0.298,43,15,-30,2020-21,0,0,2.0,1
22000218,2021-01-20,BOS,BOS @ PHI,L,109,0.472,45,22,-8,2020-21,0,0,3.0,0
22000233,2021-01-22,BOS,BOS @ PHI,L,110,0.456,32,23,-12,2020-21,0,0,2.0,0
22000250,2021-01-24,BOS,BOS vs. CLE,W,141,0.559,55,26,38,2020-21,0,1,2.0,1
22000262,2021-01-25,BOS,BOS @ CHI,W,119,0.506,44,28,16,2020-21,0,1,1.0,0
22000280,2021-01-27,BOS,BOS @ SAS,L,106,0.429,39,15,-4,2020-21,0,0,2.0,0
22000302,2021-01-30,BOS,BOS vs. LAL,L,95,0.488,42,24,-1,2020-21,0,0,3.0,1
22000326,2021-02-02,BOS,BOS @ GSW,W,111,0.464,51,16,4,2020-21,0,1,3.0,0
22000336,2021-02-03,BOS,BOS @ SAC,L,111,0.453,45,28,-5,2020-21,0,0,1.0,0
22000350,2021-02-05,BOS,BOS @ LAC,W,119,0.478,34,21,4,2020-21,0,1,2.0,0
22000365,2021-02-07,BOS,BOS @ PHX,L,91,0.355,41,19,-9,2020-21,0,0,2.0,0
22000379,2021-02-09,BOS,BOS @ UTA,L,108,0.442,35,18,-14,2020-21,0,0,2.0,0
22000398,2021-02-11,BOS,BOS vs. TOR,W,120,0.453,49,30,14,2020-21,0,1,2.0,1
22000412,2021-02-12,BOS,BOS vs. DET,L,102,0.439,44,15,-6,2020-21,0,0,1.0,1
22000560,2021-02-14,BOS,BOS @ WAS,L,91,0.356,50,14,-13,2020-21,0,0,2.0,0
22000427,2021-02-16,BOS,BOS vs. DEN,W,112,0.481,43,26,13,2020-21,0,1,2.0,1
22000438,2021-02-17,BOS,BOS vs. ATL,L,114,0.465,37,22,-8,2020-21,0,0,1.0,1
22000451,2021-02-19,BOS,BOS vs. ATL,W,121,0.556,44,26,12,2020-21,0,1,2.0,1
22000465,2021-02-21,BOS,BOS @ NOP,L,115,0.398,49,22,-5,2020-21,0,0,2.0,0
22000485,2021-02-23,BOS,BOS @ DAL,L,107,0.477,46,19,-3,2020-21,0,0,2.0,0
22000490,2021-02-24,BOS,BOS @ ATL,L,112,0.442,36,20,-15,2020-21,0,0,1.0,0
22000505,2021-02-26,BOS,BOS vs. IND,W,118,0.512,45,24,6,2020-21,0,1,2.0,1
22000524,2021-02-28,BOS,BOS vs. WAS,W,111,0.472,49,25,1,2020-21,0,1,2.0,1
22000537,2021-03-02,BOS,BOS vs. LAC,W,117,0.488,43,25,5,2020-21,0,1,2.0,1
22000552,2021-03-04,BOS,BOS vs. TOR,W,132,0.608,39,25,7,2020-21,0,1,2.0,1
22000569,2021-03-11,BOS,BOS @ BKN,L,109,0.451,39,22,-12,2020-21,0,0,7.0,0
22000598,2021-03-14,BOS,BOS @ HOU,W,134,0.554,55,29,27,2020-21,0,1,3.0,0
22000609,2021-03-16,BOS,BOS vs. UTA,L,109,0.49,45,28,-8,2020-21,0,0,2.0,1
22000620,2021-03-17,BOS,BOS @ CLE,L,110,0.455,40,19,-7,2020-21,0,0,1.0,0
22000631,2021-03-19,BOS,BOS vs. SAC,L,96,0.429,45,22,-11,2020-21,0,0,2.0,1
22000167,2021-03-21,BOS,BOS vs. ORL,W,112,0.455,45,27,16,2020-21,0,1,2.0,1
22000658,2021-03-22,BOS,BOS @ MEM,L,126,0.522,43,31,-6,2020-21,0,0,1.0,0
22000669,2021-03-24,BOS,BOS @ MIL,L,119,0.479,38,24,-2,2020-21,0,0,2.0,0
22000685,2021-03-26,BOS,BOS @ MIL,W,122,0.489,44,27,8,2020-21,0,1,2.0,0
22000699,2021-03-27,BOS,BOS @ OKC,W,111,0.458,52,22,17,2020-21,0,1,1.0,0
22000708,2021-03-29,BOS,BOS vs. NOP,L,109,0.43,46,21,-6,2020-21,0,0,2.0,1
22000723,2021-03-31,BOS,BOS vs. DAL,L,108,0.415,36,20,-5,2020-21,0,0,2.0,1
22000738,2021-04-02,BOS,BOS vs. HOU,W,118,0.523,50,35,16,2020-21,0,1,2.0,1
22000757,2021-04-04,BOS,BOS vs. CHA,W,116,0.457,44,29,30,2020-21,0,1,2.0,1
22000771,2021-04-06,BOS,BOS vs. PHI,L,96,0.471,32,19,-10,2020-21,0,0,2.0,1
22000778,2021-04-07,BOS,BOS vs. NYK,W,101,0.419,53,22,2,2020-21,0,1,1.0,1
22000792,2021-04-09,BOS,BOS vs. MIN,W,145,0.54,45,32,9,2020-21,0,1,2.0,1
22000806,2021-04-11,BOS,BOS @ DEN,W,105,0.448,52,20,18,2020-21,0,1,2.0,0
22000828,2021-04-13,BOS,BOS @ POR,W,116,0.467,46,30,1,2020-21,0,1,2.0,0
22000842,2021-04-15,BOS,BOS @ LAL,W,121,0.565,48,33,8,2020-21,0,1,2.0,0
22000858,2021-04-17,BOS,BOS vs. GSW,W,119,0.468,45,18,5,2020-21,0,1,2.0,1
22000869,2021-04-19,BOS,BOS vs. CHI,L,96,0.468,39,21,-6,2020-21,0,0,2.0,1
22000892,2021-04-22,BOS,BOS vs. PHX,W,99,0.429,48,20,13,2020-21,0,1,3.0,1
22000899,2021-04-23,BOS,BOS @ BKN,L,104,0.404,54,21,-5,2020-21,0,0,1.0,0
22000911,2021-04-25,BOS,BOS @ CHA,L,104,0.386,41,18,-21,2020-21,0,0,2.0,0
22000927,2021-04-27,BOS,BOS vs. OKC,L,115,0.423,39,21,-4,2020-21,0,0,2.0,1
22000936,2021-04-28,BOS,BOS vs. CHA,W,120,0.478,54,26,9,2020-21,0,1,1.0,1
22000950,2021-04-30,BOS,BOS vs. SAS,W,143,0.467,52,31,3,2020-21,0,1,2.0,1
22000968,2021-05-02,BOS,BOS vs. POR,L,119,0.483,45,29,-10,2020-21,0,0,2.0,1
22000990,2021-05-05,BOS,BOS @ ORL,W,132,0.531,45,28,36,2020-21,0,1,3.0,0
22000160,2021-05-07,BOS,BOS @ CHI,L,99,0.407,47,19,-22,2020-21,0,0,2.0,0
22000145,2021-05-09,BOS,BOS vs. MIA,L,124,0.542,34,29,-6,2020-21,0,0,2.0,1
22001032,2021-05-11,BOS,BOS vs. MIA,L,121,0.523,32,31,-8,2020-21,0,0,2.0,1
22001044,2021-05-12,BOS,BOS @ CLE,L,94,0.356,46,14,-8,2020-21,0,0,1.0,0
22001063,2021-05-15,BOS,BOS @ MIN,W,124,0.484,44,27,16,2020-21,0,1,3.0,0
22001073,2021-05-16,BOS,BOS @ NYK,L,92,0.407,46,19,-4,2020-21,0,0,1.0,0
42000111,2021-05-22,BOS,BOS @ BKN,L,93,0.369,40,19,-11,2020-21,1,0,6.0,0
42000112,2021-05-25,BOS,BOS @ BKN,L,108,0.424,43,23,-22,2020-21,1,0,3.0,0
42000113,2021-05-28,BOS,BOS vs. BKN,W,125,0.506,46,21,6,2020-21,1,1,3.0,1
42000114,2021-05-30,BOS,BOS vs. BKN,L,126,0.44,34,24,-15,2020-21,1,0,2.0,1
42000115,2021-06-01,BOS,BOS @ BKN,L,109,0.435,44,18,-14,2020-21,1,0,2.0,0
22100005,2021-10-20,BOS,BOS @ NYK,L,134,0.41,56,34,-4,2021-22,0,0,141.0,0
22100020,2021-10-22,BOS,BOS vs. TOR,L,83,0.39,42,19,-32,2021-22,0,0,2.0,1
22100037,2021-10-24,BOS,BOS @ HOU,W,107,0.442,43,22,10,2021-22,0,1,2.0,0
22100041,2021-10-25,BOS,BOS @ CHA,W,140,0.495,53,33,11,2021-22,0,1,1.0,0
22100056,2021-10-27,BOS,BOS vs. WAS,L,107,0.435,37,18,-9,2021-22,0,0,2.0,1
22100078,2021-10-30,BOS,BOS @ WAS,L,112,0.411,54,23,-3,2021-22,0,0,3.0,0
22100098,2021-11-01,BOS,BOS vs. CHI,L,114,0.438,38,20,-14,2021-22,0,0,2.0,1
22100110,2021-11-03,BOS,BOS @ ORL,W,92,0.418,50,24,13,2021-22,0,1,2.0,0
22100121,2021-11-04,BOS,BOS @ MIA,W,95,0.397,46,16,17,2021-22,0,1,1.0,0
22100136,2021-11-06,BOS,BOS @ DAL,L,104,0.488,36,20,-3,2021-22,0,0,2.0,0
22100160,2021-11-10,BOS,BOS vs. TOR,W,104,0.447,44,21,16,2021-22,0,1,4.0,1
22100175,2021-11-12,BOS,BOS vs. MIL,W,122,0.49,53,22,9,2021-22,0,1,2.0,1
22100190,2021-11-13,BOS,BOS @ CLE,L,89,0.423,47,20,-2,2021-22,0,0,1.0,0
22100199,2021-11-15,BOS,BOS @ CLE,W,98,0.462,46,23,6,2021-22,0,1,2.0,0
22100215,2021-11-17,BOS,BOS @ ATL,L,99,0.44,42,24,-11,2021-22,0,0,2.0,0
22100232,2021-11-19,BOS,BOS vs. LAL,W,130,0.5,51,22,22,2021-22,0,1,2.0,1
22100243,2021-11-20,BOS,BOS vs. OKC,W,111,0.466,48,28,6,2021-22,0,1,1.0,1
22100256,2021-11-22,BOS,BOS vs. HOU,W,108,0.424,58,19,18,2021-22,0,1,2.0,1
22100270,2021-11-24,BOS,BOS vs. BKN,L,104,0.374,45,25,-19,2021-22,0,0,2.0,1
22100287,2021-11-26,BOS,BOS @ SAS,L,88,0.37,51,20,-8,2021-22,0,0,2.0,0
22100302,2021-11-28,BOS,BOS @ TOR,W,109,0.415,53,24,12,2021-22,0,1,2.0,0
22100322,2021-12-01,BOS,BOS vs. PHI,W,88,0.418,46,18,1,2021-22,0,1,3.0,1
22100339,2021-12-03,BOS,BOS @ UTA,L,130,0.516,30,23,-7,2021-22,0,0,2.0,0
22100347,2021-12-04,BOS,BOS @ POR,W,145,0.563,46,26,28,2021-22,0,1,1.0,0
22100365,2021-12-07,BOS,BOS @ LAL,L,102,0.439,34,27,-15,2021-22,0,0,3.0,0
22100378,2021-12-08,BOS,BOS @ LAC,L,111,0.477,47,26,-3,2021-22,0,0,1.0,0
22100390,2021-12-10,BOS,BOS @ PHX,L,90,0.376,46,13,-21,2021-22,0,0,2.0,0
22100408,2021-12-13,BOS,BOS vs. MIL,W,117,0.5,40,31,14,2021-22,0,1,3.0,1
22100435,2021-12-17,BOS,BOS vs. GSW,L,107,0.439,45,20,-4,2021-22,0,0,4.0,1
22100445,2021-12-18,BOS,BOS vs. NYK,W,114,0.472,45,23,7,2021-22,0,1,1.0,1
22100457,2021-12-20,BOS,BOS vs. PHI,L,103,0.463,42,16,-5,2021-22,0,0,2.0,1
22100471,2021-12-22,BOS,BOS vs. CLE,W,111,0.467,48,24,10,2021-22,0,1,2.0,1
22100489,2021-12-25,BOS,BOS @ MIL,L,113,0.427,44,24,-4,2021-22,0,0,3.0,0
22100503,2021-12-27,BOS,BOS @ MIN,L,103,0.371,53,23,-5,2021-22,0,0,2.0,0
22100518,2021-12-29,BOS,BOS vs. LAC,L,82,0.347,50,19,-9,2021-22,0,0,2.0,1
22100529,2021-12-31,BOS,BOS vs. PHX,W,123,0.542,51,28,15,2021-22,0,1,2.0,1
22100546,2022-01-02,BOS,BOS vs. ORL,W,116,0.453,46,25,5,2021-22,0,1,2.0,1
22100570,2022-01-05,BOS,BOS vs. SAS,L,97,0.444,41,19,-2,2021-22,0,0,3.0,1
22100578,2022-01-06,BOS,BOS @ NYK,L,105,0.475,38,22,-3,2021-22,0,0,1.0,0
22100595,2022-01-08,BOS,BOS vs. NYK,W,99,0.474,45,26,24,2021-22,0,1,2.0,1
22100609,2022-01-10,BOS,BOS vs. IND,W,101,0.398,53,17,3,2021-22,0,1,2.0,1
22100618,2022-01-12,BOS,BOS @ IND,W,119,0.513,37,23,19,2021-22,0,1,2.0,0
22100635,2022-01-14,BOS,BOS @ PHI,L,99,0.474,44,20,-12,2021-22,0,0,2.0,0
22100647,2022-01-15,BOS,BOS vs. CHI,W,114,0.489,50,27,2,2021-22,0,1,1.0,1
22100654,2022-01-17,BOS,BOS vs. NOP,W,104,0.475,47,22,12,2021-22,0,1,2.0,1
22100671,2022-01-19,BOS,BOS vs. CHA,L,102,0.433,38,27,-9,2021-22,0,0,2.0,1
22100688,2022-01-21,BOS,BOS vs. POR,L,105,0.451,42,25,-4,2021-22,0,0,2.0,1
22100699,2022-01-23,BOS,BOS @ WAS,W,116,0.444,57,26,29,2021-22,0,1,2.0,0
22100717,2022-01-25,BOS,BOS vs. SAC,W,128,0.495,67,32,53,2021-22,0,1,2.0,1
22100737,2022-01-28,BOS,BOS @ ATL,L,92,0.349,52,15,-16,2021-22,0,0,3.0,0
22100745,2022-01-29,BOS,BOS @ NOP,W,107,0.531,43,31,10,2021-22,0,1,1.0,0
