game_date,game_id,player,team,opp,is_home,market_type,stat,threshold,yes_ask,model_prob,pred_stat,lineup_adj,edge,direction,kelly,rest_days,opp_def_l10,game_in_series,ticker,run_date
2026-05-04,26MAY04MINSAS,Victor Wembanyama,SAS,MIN,1,PROP,BLK,3.0,0.73,0.798,3.9,0.0,0.068,YES,0.1256,6.0,116.3,6,KXNBABLK-26MAY04MINSAS-SASVWEMBANYAMA1-3,2026-05-04
2026-05-04,26MAY04PHINYK,Kelly Oubre Jr.,PHI,NYK,0,PROP,PTS,20.0,0.07,0.137,10.5,0.0,0.067,YES,0.0361,2.0,102.5,8,KXNBAPTS-26MAY04PHINYK-PHIKOUBRE9-20,2026-05-04
2026-05-04,26MAY04PHINYK,Josh Hart,NYK,PHI,1,PROP,STL,2.0,0.32,0.253,1.1,0.0,0.067,NO,0.1049,4.0,107.4,7,KXNBASTL-26MAY04PHINYK-NYKJHART3-2,2026-05-04
2026-05-04,26MAY04PHINYK,OG Anunoby,NYK,PHI,1,PROP,FG3M,3.0,0.44,0.374,2.4,0.0,0.066,NO,0.0746,4.0,107.4,7,KXNBA3PT-26MAY04PHINYK-NYKOANUNOBY8-3,2026-05-04
2026-05-04,26MAY04PHINYK,Jalen Brunson,NYK,PHI,1,COMBO,DD,0.0,0.13,0.196,26p/4r/7a,0.0,0.066,YES,0.0376,4.0,107.4,7,KXNBA2D-26MAY04PHINYK-NYKJBRUNSON11,2026-05-04
2026-05-04,26MAY04PHINYK,Josh Hart,NYK,PHI,1,PROP,REB,10.0,0.38,0.314,8.2,0.0,0.066,NO,0.0863,4.0,107.4,7,KXNBAREB-26MAY04PHINYK-NYKJHART3-10,2026-05-04
2026-05-04,26MAY04PHINYK,Joel Embiid,PHI,NYK,0,PROP,AST,4.5,0.5021,0.568,5.1,0.0,0.066,YES,0.0665,2.0,102.5,8,AST-26MAY04PHINYK-Joel Embiid-4.5,2026-05-04
2026-05-04,26MAY04PHINYK,Kelly Oubre Jr.,PHI,NYK,0,PROP,STL,3.0,0.13,0.066,0.9,0.0,0.064,NO,0.2442,2.0,102.5,8,KXNBASTL-26MAY04PHINYK-PHIKOUBRE9-3,2026-05-04
2026-05-04,26MAY04PHINYK,Jalen Brunson,NYK,PHI,1,PROP,STL,2.0,0.28,0.216,0.9,0.0,0.064,NO,0.1149,4.0,107.4,7,KXNBASTL-26MAY04PHINYK-NYKJBRUNSON11-2,2026-05-04
2026-05-04,26MAY04MINSAS,Julius Randle,MIN,SAS,0,PROP,AST,4.5,0.4596,0.522,4.7,1.08,0.063,YES,0.0582,4.0,109.1,7,AST-26MAY04MINSAS-Julius Randle-4.5,2026-05-04
2026-05-04,26MAY04PHINYK,Kelly Oubre Jr.,PHI,NYK,0,PROP,PTS,15.0,0.24,0.302,10.5,0.0,0.062,YES,0.0407,2.0,102.5,8,KXNBAPTS-26MAY04PHINYK-PHIKOUBRE9-15,2026-05-04
2026-05-04,26MAY04MINSAS,Victor Wembanyama,SAS,MIN,1,PROP,BLK,4.0,0.52,0.458,3.9,0.0,0.062,NO,0.0594,6.0,116.3,6,KXNBABLK-26MAY04MINSAS-SASVWEMBANYAMA1-4,2026-05-04
2026-05-04,26MAY04PHINYK,Mitchell Robinson,NYK,PHI,1,COMBO,DD,0.0,0.1,0.04,4p/6r/0a,0.0,0.06,NO,0.25,4.0,107.4,7,KXNBA2D-26MAY04PHINYK-NYKMROBINSON23,2026-05-04
2026-05-04,26MAY04PHINYK,Jalen Brunson,NYK,PHI,1,PROP,FG3M,4.0,0.29,0.23,2.2,0.0,0.06,NO,0.104,4.0,107.4,7,KXNBA3PT-26MAY04PHINYK-NYKJBRUNSON11-4,2026-05-04
2026-05-04,26MAY04PHINYK,VJ Edgecombe,PHI,NYK,0,PROP,AST,8.0,0.08,0.139,4.1,0.0,0.059,YES,0.0322,2.0,102.5,8,KXNBAAST-26MAY04PHINYK-PHIVEDGECOMBE77-8,2026-05-04
2026-05-04,26MAY04PHINYK,Miles McBride,NYK,PHI,1,PROP,PTS,7.5,0.4596,0.518,8.0,0.0,0.058,YES,0.0539,4.0,107.4,7,PTS-26MAY04PHINYK-Miles McBride-7.5,2026-05-04
2026-05-04,26MAY04PHINYK,Josh Hart,NYK,PHI,1,PROP,PTS,11.5,0.523,0.465,10.5,0.0,0.058,NO,0.0557,4.0,107.4,7,PTS-26MAY04PHINYK-Josh Hart-11.5,2026-05-04
2026-05-04,26MAY04PHINYK,Tyrese Maxey,PHI,NYK,0,PROP,AST,12.0,0.07,0.013,6.3,0.0,0.057,NO,0.25,2.0,102.5,8,KXNBAAST-26MAY04PHINYK-PHITMAXEY0-12,2026-05-04
2026-05-04,26MAY04MINSAS,Stephon Castle,SAS,MIN,1,PROP,AST,6.0,0.77,0.716,7.5,0.0,0.054,NO,0.035,6.0,116.3,6,KXNBAAST-26MAY04MINSAS-SASSCASTLE5-6,2026-05-04
2026-05-04,26MAY04MINSAS,Victor Wembanyama,SAS,MIN,1,PROP,AST,4.0,0.39,0.338,2.9,0.0,0.052,NO,0.0665,6.0,116.3,6,KXNBAAST-26MAY04MINSAS-SASVWEMBANYAMA1-4,2026-05-04
2026-05-04,26MAY04PHINYK,Kelly Oubre Jr.,PHI,NYK,0,PROP,AST,4.0,0.1,0.152,1.4,0.0,0.052,YES,0.0288,2.0,102.5,8,KXNBAAST-26MAY04PHINYK-PHIKOUBRE9-4,2026-05-04
2026-05-04,26MAY04PHINYK,Joel Embiid,PHI,NYK,0,PROP,FG3M,3.0,0.18,0.232,1.7,0.0,0.052,YES,0.032,2.0,102.5,8,KXNBA3PT-26MAY04PHINYK-PHIJEMBIID21-3,2026-05-04
2026-05-04,26MAY04MINSAS,Stephon Castle,SAS,MIN,1,PROP,FG3M,1.0,0.79,0.739,2.2,0.0,0.051,NO,0.0324,6.0,116.3,6,KXNBA3PT-26MAY04MINSAS-SASSCASTLE5-1,2026-05-04
2026-05-04,26MAY04PHINYK,Karl-Anthony Towns,NYK,PHI,1,PROP,REB,11.5,0.5,0.449,10.9,0.0,0.051,NO,0.0507,4.0,107.4,7,REB-26MAY04PHINYK-Karl-Anthony Towns-11.5,2026-05-04
2026-05-04,26MAY04PHINYK,Karl-Anthony Towns,NYK,PHI,1,PROP,BLK,2.0,0.23,0.179,1.0,0.0,0.051,NO,0.1101,4.0,107.4,7,KXNBABLK-26MAY04PHINYK-NYKKTOWNS32-2,2026-05-04
2026-05-04,26MAY04PHINYK,Tyrese Maxey,PHI,NYK,0,PROP,PTS,25.5,0.4596,0.51,25.8,0.0,0.05,YES,0.0464,2.0,102.5,8,PTS-26MAY04PHINYK-Tyrese Maxey-25.5,2026-05-04
2026-05-04,26MAY04PHINYK,Josh Hart,NYK,PHI,1,PROP,FG3M,2.0,0.43,0.38,1.4,0.0,0.05,NO,0.0581,4.0,107.4,7,KXNBA3PT-26MAY04PHINYK-NYKJHART3-2,2026-05-04
2026-05-04,26MAY04MINSAS,Dylan Harper,SAS,MIN,1,PROP,AST,2.5,0.5499,0.5,2.5,0.0,0.05,NO,0.0451,6.0,116.3,6,AST-26MAY04MINSAS-Dylan Harper-2.5,2026-05-04
