GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,IS_HOME,REST_DAYS,WIN,WIN_PCT_L10,WIN_PCT_HOME,WIN_PCT_AWAY,OFF_RATING_L10,DEF_RATING_L10,PACE_PROXY_L10,PM_TREND_L10,OPP_WIN_PCT_L10,OPP_OFF_RATING_L10,OPP_DEF_RATING_L10,OPP_PACE_PROXY_L10,OPP_PM_TREND_L10
22000057,2020-12-30,ATL,ATL @ BKN,0,2.0,0,1.0,,1.0,124.66666666666667,112.0,74.0,12.666666666666666,0.5,115.75,104.0,73.0,11.75
22000072,2021-01-01,ATL,ATL @ BKN,0,2.0,1,0.75,,0.6666666666666666,128.75,120.25,75.75,8.5,0.6,121.6,111.4,72.4,10.2
22000083,2021-01-02,ATL,ATL vs. CLE,1,1.0,0,0.8,1.0,,125.8,115.4,75.0,10.4,0.6,110.4,108.2,74.0,2.2
22000095,2021-01-04,ATL,ATL vs. NYK,1,2.0,0,0.6666666666666666,0.5,,120.0,112.16666666666667,74.16666666666666,7.833333333333333,0.5,101.66666666666667,104.66666666666667,70.16666666666666,-3.0
22000110,2021-01-06,ATL,ATL vs. CHA,1,2.0,0,0.5714285714285714,0.3333333333333333,,118.28571428571429,112.28571428571429,72.71428571428571,6.0,0.2857142857142857,107.28571428571429,112.28571428571429,74.0,-5.0
22000134,2021-01-09,ATL,ATL @ CHA,0,3.0,0,0.5,,0.75,115.25,111.0,73.875,4.25,0.4444444444444444,107.88888888888889,110.0,74.11111111111111,-2.111111111111111
22000153,2021-01-11,ATL,ATL vs. PHI,1,2.0,1,0.4444444444444444,0.25,,114.11111111111111,111.22222222222223,73.66666666666667,2.888888888888889,0.7,113.0,108.5,72.9,4.5
22000186,2021-01-15,ATL,ATL @ UTA,0,4.0,0,0.5,,0.6,113.9,109.5,74.1,4.4,0.6,109.2,107.3,71.6,1.9
22000195,2021-01-16,ATL,ATL @ POR,0,1.0,0,0.4,,0.5,110.7,110.7,73.30000000000001,0.0,0.6,116.4,114.5,65.6,1.9
22000205,2021-01-18,ATL,ATL vs. MIN,1,2.0,1,0.3,0.4,,109.1,110.7,72.8,-1.6,0.2,108.4,120.5,68.6,-12.1
22000219,2021-01-20,ATL,ATL vs. DET,1,2.0,1,0.3,0.5,,107.1,108.4,73.3,-1.3,0.3,107.6,111.0,64.9,-3.4
22000236,2021-01-22,ATL,ATL @ MIN,0,2.0,1,0.4,,0.42857142857142855,105.3,105.4,73.6,-0.1,0.1,107.0,117.2,68.19999999999999,-10.2
22000254,2021-01-24,ATL,ATL @ MIL,0,2.0,0,0.4,,0.5,105.5,105.6,74.0,-0.1,0.7,117.1,109.4,72.8,7.7
22000268,2021-01-26,ATL,ATL vs. LAC,1,2.0,1,0.4,0.5714285714285714,,107.9,108.9,72.4,-1.0,0.8,117.7,106.3,69.4,11.4
22000274,2021-01-27,ATL,ATL vs. BKN,1,1.0,0,0.5,0.625,,107.9,107.5,72.6,0.4,0.6,118.5,118.8,70.9,-0.3
22000290,2021-01-29,ATL,ATL @ WAS,0,2.0,1,0.5,,0.4444444444444444,111.3,110.5,71.0,0.8,0.3,117.3,120.8,69.6,-3.5
22000313,2021-02-01,ATL,ATL vs. LAL,1,3.0,0,0.6,0.5555555555555556,,112.4,109.2,70.1,3.2,0.7,109.3,102.2,68.2,7.1
22000330,2021-02-03,ATL,ATL vs. DAL,1,2.0,0,0.5,0.5,,111.1,110.5,68.6,0.6,0.2,107.9,116.8,61.6,-8.9
22000338,2021-02-04,ATL,ATL vs. UTA,1,1.0,0,0.5,0.45454545454545453,,113.5,111.1,70.1,2.4,0.9,117.7,105.7,73.0,12.0
22000356,2021-02-06,ATL,ATL vs. TOR,1,2.0,1,0.5,0.4166666666666667,,112.0,111.1,69.7,0.9,0.6,113.3,108.4,67.3,4.9
22000384,2021-02-10,ATL,ATL @ DAL,0,4.0,0,0.5,,0.5,114.4,113.5,69.1,0.9,0.3,113.8,122.3,63.800000000000004,-8.5
22000397,2021-02-12,ATL,ATL vs. SAS,1,2.0,0,0.4,0.46153846153846156,,113.8,113.8,67.6,0.0,0.6,109.9,112.8,68.6,-2.9
22000407,2021-02-13,ATL,ATL vs. IND,1,1.0,0,0.3,0.42857142857142855,,113.6,116.5,66.3,-2.9,0.4,111.7,110.9,70.1,0.8
22000422,2021-02-15,ATL,ATL @ NYK,0,2.0,0,0.3,,0.45454545454545453,113.4,116.1,68.2,-2.7,0.5,105.9,102.7,66.69999999999999,3.2
22000438,2021-02-17,ATL,ATL @ BOS,0,2.0,1,0.2,,0.4166666666666667,113.8,118.5,67.5,-4.7,0.4,106.0,107.3,64.5,-1.3
22000451,2021-02-19,ATL,ATL @ BOS,0,2.0,0,0.3,,0.46153846153846156,113.2,116.7,66.5,-3.5,0.4,107.9,109.9,63.8,-2.0
22000470,2021-02-21,ATL,ATL vs. DEN,1,2.0,1,0.2,0.4,,112.5,118.8,66.4,-6.3,0.5,114.6,111.5,66.4,3.1
22000480,2021-02-23,ATL,ATL @ CLE,0,2.0,0,0.3,,0.42857142857142855,114.9,119.6,67.4,-4.7,0.0,103.4,124.3,63.6,-20.9
22000490,2021-02-24,ATL,ATL vs. BOS,1,1.0,1,0.3,0.4375,,114.4,118.6,66.0,-4.2,0.3,108.1,110.0,64.9,-1.9
22000510,2021-02-26,ATL,ATL @ OKC,0,2.0,0,0.4,,0.4,118.0,118.6,66.4,-0.6,0.3,104.9,108.2,70.19999999999999,-3.3
22000522,2021-02-28,ATL,ATL @ MIA,0,2.0,0,0.3,,0.375,115.7,118.3,66.5,-2.6,0.7,108.5,106.9,71.8,1.6
22000538,2021-03-02,ATL,ATL @ MIA,0,2.0,1,0.3,,0.35294117647058826,113.9,117.4,66.7,-3.5,0.7,109.6,107.2,73.1,2.4
22000544,2021-03-03,ATL,ATL @ ORL,0,1.0,1,0.4,,0.3888888888888889,111.9,112.9,67.69999999999999,-1.0,0.4,107.2,112.5,68.6,-5.3
22000570,2021-03-11,ATL,ATL @ TOR,0,8.0,1,0.5,,0.42105263157894735,112.1,111.6,67.2,0.5,0.5,110.4,110.6,64.6,-0.2
22000590,2021-03-13,ATL,ATL vs. SAC,1,2.0,1,0.6,0.47058823529411764,,113.0,111.3,68.6,1.7,0.3,118.1,121.7,68.4,-3.6
22000597,2021-03-14,ATL,ATL vs. CLE,1,1.0,1,0.6,0.5,,112.9,110.5,69.6,2.4,0.4,104.3,113.0,66.9,-8.7
22000613,2021-03-16,ATL,ATL @ HOU,0,2.0,1,0.7,,0.45,112.0,106.6,70.4,5.4,0.0,101.9,121.1,58.7,-19.2
22000626,2021-03-18,ATL,ATL vs. OKC,1,2.0,1,0.7,0.5263157894736842,,111.6,105.8,70.1,5.8,0.5,103.8,110.3,65.8,-6.5
22000640,2021-03-20,ATL,ATL @ LAL,0,2.0,1,0.8,,0.47619047619047616,112.1,103.9,71.4,8.2,0.6,114.2,108.5,71.19999999999999,5.7
22000660,2021-03-22,ATL,ATL @ LAC,0,2.0,0,0.8,,0.5,109.3,102.1,71.7,7.2,0.4,111.0,110.3,67.2,0.7
22000677,2021-03-24,ATL,ATL @ SAC,0,2.0,0,0.8,,0.4782608695652174,109.4,102.2,71.1,7.2,0.5,116.7,116.7,69.3,0.0
22000692,2021-03-26,ATL,ATL @ GSW,0,2.0,1,0.8,,0.4583333333333333,110.3,102.3,69.9,8.0,0.3,108.0,116.2,67.9,-8.2
22000705,2021-03-28,ATL,ATL @ DEN,0,2.0,0,0.8,,0.48,113.3,105.1,70.2,8.2,0.7,114.2,111.3,73.1,2.9
22000171,2021-03-30,ATL,ATL @ PHX,0,2.0,0,0.7,,0.46153846153846156,112.0,106.5,68.3,5.5,0.7,112.9,106.9,70.7,6.0
22000735,2021-04-01,ATL,ATL @ SAS,0,2.0,1,0.6,,0.4444444444444444,110.9,106.2,67.6,4.7,0.5,108.2,110.2,66.4,-2.0
22000742,2021-04-02,ATL,ATL @ NOP,0,1.0,1,0.6,,0.4642857142857143,112.2,108.5,69.5,3.7,0.6,115.4,108.2,75.9,7.2
22000759,2021-04-04,ATL,ATL vs. GSW,1,2.0,1,0.6,0.55,,114.8,110.6,69.19999999999999,4.2,0.3,105.1,115.7,65.4,-10.6
22000770,2021-04-06,ATL,ATL vs. NOP,1,2.0,1,0.6,0.5714285714285714,,114.6,111.0,69.0,3.6,0.5,112.8,112.6,72.3,0.2
22000780,2021-04-07,ATL,ATL vs. MEM,1,1.0,0,0.6,0.5909090909090909,,115.3,112.4,68.0,2.9,0.7,117.0,112.0,77.5,5.0
22000791,2021-04-09,ATL,ATL vs. CHI,1,2.0,1,0.5,0.5652173913043478,,116.7,116.1,67.3,0.6,0.4,106.7,109.6,74.4,-2.9
22000805,2021-04-11,ATL,ATL @ CHA,0,2.0,1,0.6,,0.4827586206896552,117.7,115.0,67.0,2.7,0.7,107.2,104.9,71.2,2.3
22000824,2021-04-13,ATL,ATL @ TOR,0,2.0,1,0.7,,0.5,117.4,114.1,67.9,3.3,0.3,110.2,108.4,62.800000000000004,1.8
22000840,2021-04-15,ATL,ATL vs. MIL,1,2.0,0,0.7,0.5833333333333334,,115.8,113.6,66.3,2.2,0.5,116.4,112.2,70.30000000000001,4.2
22000861,2021-04-18,ATL,ATL vs. IND,1,3.0,1,0.7,0.56,,116.5,113.0,67.6,3.5,0.5,116.2,118.9,70.0,-2.7
22000876,2021-04-20,ATL,ATL vs. ORL,1,2.0,1,0.8,0.5769230769230769,,118.4,113.0,68.1,5.4,0.2,104.8,118.5,62.4,-13.7
22000886,2021-04-21,ATL,ATL @ NYK,0,1.0,0,0.8,,0.5161290322580645,116.2,109.7,68.1,6.5,0.8,114.6,104.1,67.4,10.5
22000898,2021-04-23,ATL,ATL vs. MIA,1,2.0,1,0.7,0.5925925925925926,,116.3,113.1,68.3,3.2,0.6,107.6,106.0,67.3,1.6
22000913,2021-04-25,ATL,ATL vs. MIL,1,2.0,1,0.7,0.6071428571428571,,116.4,112.3,67.7,4.1,0.5,121.3,113.3,74.9,8.0
22000916,2021-04-26,ATL,ATL @ DET,0,1.0,0,0.7,,0.5,115.2,112.0,67.8,3.2,0.3,107.4,112.8,68.4,-5.4
22000934,2021-04-28,ATL,ATL @ PHI,0,2.0,0,0.7,,0.48484848484848486,112.5,108.9,67.4,3.6,0.5,109.4,107.8,64.4,1.6
22000949,2021-04-30,ATL,ATL @ PHI,0,2.0,0,0.6,,0.47058823529411764,108.8,110.8,67.2,-2.0,0.6,112.7,106.0,65.2,6.7
22000959,2021-05-01,ATL,ATL vs. CHI,1,1.0,1,0.5,0.6206896551724138,,108.7,113.3,66.9,-4.6,0.4,104.5,107.4,72.8,-2.9
22000978,2021-05-03,ATL,ATL vs. POR,1,2.0,1,0.5,0.6333333333333333,,108.7,112.7,67.2,-4.0,0.5,118.6,113.3,69.8,5.3
22000992,2021-05-05,ATL,ATL vs. PHX,1,2.0,1,0.6,0.6451612903225806,,110.1,112.1,69.1,-2.0,0.7,113.9,112.7,67.2,1.2
22001000,2021-05-06,ATL,ATL @ IND,0,1.0,0,0.6,,0.45714285714285713,110.7,110.7,70.1,0.0,0.4,119.0,119.1,73.3,-0.1
22001026,2021-05-10,ATL,ATL vs. WAS,1,4.0,1,0.5,0.65625,,112.1,114.4,67.7,-2.3,0.7,130.5,122.7,75.4,7.8
22001042,2021-05-12,ATL,ATL vs. WAS,1,2.0,1,0.6,0.6666666666666666,,111.9,113.1,68.6,-1.2,0.6,130.0,124.3,74.9,5.7
22001049,2021-05-13,ATL,ATL vs. ORL,1,1.0,1,0.6,0.6764705882352942,,112.1,114.4,69.7,-2.3,0.3,103.6,116.0,65.5,-12.4
22001066,2021-05-16,ATL,ATL vs. HOU,1,3.0,1,0.6,0.6857142857142857,,112.6,113.3,69.8,-0.7,0.2,117.1,126.4,70.2,-9.3
22100014,2021-10-21,ATL,ATL vs. DAL,1,158.0,1,0.7,0.6944444444444444,,116.4,112.8,72.2,3.6,0.7,116.2,113.0,67.6,3.2
22100027,2021-10-23,ATL,ATL @ CLE,0,2.0,0,0.8,,0.4444444444444444,119.4,108.8,74.4,10.6,0.1,106.1,121.2,67.0,-15.1
22100043,2021-10-25,ATL,ATL vs. DET,1,2.0,1,0.8,0.7027027027027027,,118.5,106.3,75.3,12.2,0.1,99.0,107.8,64.0,-8.8
22100059,2021-10-27,ATL,ATL @ NOP,0,2.0,1,0.8,,0.43243243243243246,119.9,107.0,76.3,12.9,0.2,106.1,113.3,73.6,-7.2
22100066,2021-10-28,ATL,ATL @ WAS,0,1.0,0,0.8,,0.4473684210526316,117.8,105.5,75.8,12.3,0.7,117.8,114.9,71.5,2.9
22100082,2021-10-30,ATL,ATL @ PHI,0,2.0,0,0.7,,0.4358974358974359,115.4,107.4,74.6,8.0,0.6,110.6,105.5,65.8,5.1
22100097,2021-11-01,ATL,ATL vs. WAS,1,2.0,1,0.7,0.7105263157894737,,112.2,106.3,75.8,5.9,0.7,115.1,111.1,71.1,4.0
22100113,2021-11-03,ATL,ATL @ BKN,0,2.0,0,0.7,,0.425,111.5,105.0,75.1,6.5,0.7,108.8,104.8,70.5,4.0
22100120,2021-11-04,ATL,ATL vs. UTA,1,1.0,0,0.6,0.717948717948718,,110.3,105.1,75.3,5.2,0.8,111.4,100.0,70.4,11.4
22100137,2021-11-06,ATL,ATL @ PHX,0,2.0,0,0.5,,0.4146341463414634,108.5,107.4,73.5,1.1,0.7,114.2,110.3,74.5,3.9
22100152,2021-11-08,ATL,ATL @ GSW,0,2.0,0,0.4,,0.40476190476190477,107.8,110.0,71.5,-2.2,0.9,113.8,100.3,78.3,13.5
22100156,2021-11-09,ATL,ATL @ UTA,0,1.0,0,0.3,,0.3953488372093023,107.8,114.0,68.5,-6.2,0.7,111.7,102.6,68.6,9.1
22100182,2021-11-12,ATL,ATL @ DEN,0,3.0,0,0.3,,0.38636363636363635,108.1,114.9,66.5,-6.8,0.6,101.0,98.5,67.4,2.5
22100193,2021-11-14,ATL,ATL vs. MIL,1,2.0,1,0.2,0.7,,105.5,115.0,66.2,-9.5,0.4,106.7,106.5,67.9,0.2
22100202,2021-11-15,ATL,ATL vs. ORL,1,1.0,1,0.2,0.7073170731707317,,107.3,115.1,65.8,-7.8,0.2,98.5,106.5,64.7,-8.0
22100215,2021-11-17,ATL,ATL vs. BOS,1,2.0,1,0.3,0.7142857142857143,,109.1,114.0,66.7,-4.9,0.5,103.7,100.7,65.8,3.0
22100242,2021-11-20,ATL,ATL vs. CHA,1,3.0,1,0.4,0.7209302325581395,,110.7,111.7,66.2,-1.0,0.5,108.7,112.4,71.8,-3.7
22100255,2021-11-22,ATL,ATL vs. OKC,1,2.0,1,0.4,0.7272727272727273,,110.4,111.1,66.1,-0.7,0.5,99.4,101.9,71.6,-2.5
22100277,2021-11-24,ATL,ATL @ SAS,0,2.0,1,0.5,,0.37777777777777777,110.9,109.5,65.5,1.4,0.2,106.6,111.8,70.2,-5.2
22100285,2021-11-26,ATL,ATL @ MEM,0,2.0,1,0.6,,0.391304347826087,113.5,108.5,67.5,5.0,0.4,109.8,117.4,70.9,-7.6
22100293,2021-11-27,ATL,ATL vs. NYK,1,1.0,0,0.7,0.7333333333333333,,115.0,106.4,68.9,8.6,0.4,101.0,105.2,65.7,-4.2
22100319,2021-12-01,ATL,ATL @ IND,0,4.0,1,0.7,,0.40425531914893614,112.7,103.6,70.3,9.1,0.4,105.7,103.3,70.5,2.4
22100335,2021-12-03,ATL,ATL vs. PHI,1,2.0,0,0.8,0.717391304347826,,114.3,103.7,71.4,10.6,0.3,102.7,107.5,65.2,-4.8
22100350,2021-12-05,ATL,ATL vs. CHA,1,2.0,0,0.8,0.7021276595744681,,114.3,103.0,71.1,11.3,0.6,116.4,114.5,70.2,1.9
22100359,2021-12-06,ATL,ATL @ MIN,0,1.0,1,0.7,,0.4166666666666667,115.0,106.0,71.3,9.0,0.7,113.1,105.5,69.30000000000001,7.6
22100384,2021-12-10,ATL,ATL vs. BKN,1,4.0,0,0.7,0.6875,,114.2,105.9,71.5,8.3,0.7,110.6,108.0,71.80000000000001,2.6
22100407,2021-12-13,ATL,ATL vs. HOU,1,3.0,0,0.6,0.673469387755102,,113.7,107.3,71.7,6.4,0.7,114.0,112.7,69.5,1.3
22100418,2021-12-15,ATL,ATL @ ORL,0,2.0,1,0.5,,0.42857142857142855,114.8,110.0,70.7,4.8,0.1,102.2,113.6,65.9,-11.4
22100434,2021-12-17,ATL,ATL vs. DEN,1,2.0,0,0.5,0.66,,114.6,109.8,70.3,4.8,0.5,112.0,112.7,67.8,-0.7
22100470,2021-12-22,ATL,ATL vs. ORL,1,5.0,0,0.4,0.6470588235294118,,113.7,112.5,69.2,1.2,0.2,104.7,112.1,66.7,-7.4
22100478,2021-12-23,ATL,ATL @ PHI,0,1.0,1,0.3,,0.44,110.3,112.9,68.0,-2.6,0.5,102.0,106.9,61.0,-4.9
22100488,2021-12-25,ATL,ATL @ NYK,0,2.0,0,0.4,,0.45098039215686275,111.1,112.6,67.6,-1.5,0.3,104.7,108.3,64.0,-3.6
22100502,2021-12-27,ATL,ATL vs. CHI,1,2.0,0,0.3,0.6346153846153846,,108.4,111.6,68.0,-3.2,0.7,112.1,111.1,65.80000000000001,1.0
22100519,2021-12-29,ATL,ATL @ CHI,0,2.0,0,0.3,,0.4423076923076923,110.6,114.8,68.0,-4.2,0.8,114.7,112.2,66.2,2.5
22100533,2021-12-31,ATL,ATL @ CLE,0,2.0,1,0.3,,0.4339622641509434,109.6,114.9,66.9,-5.3,0.7,114.5,100.2,73.7,14.3
22100560,2022-01-03,ATL,ATL @ POR,0,3.0,0,0.3,,0.4444444444444444,109.6,115.7,65.6,-6.1,0.2,107.0,116.2,64.1,-9.2
22100577,2022-01-05,ATL,ATL @ SAC,0,2.0,1,0.3,,0.43636363636363634,112.2,118.0,65.6,-5.8,0.4,105.2,113.5,65.80000000000001,-8.3
22100589,2022-01-07,ATL,ATL @ LAL,0,2.0,0,0.4,,0.44642857142857145,110.4,115.0,66.4,-4.6,0.4,111.7,114.3,66.7,-2.6
22100597,2022-01-09,ATL,ATL @ LAC,0,2.0,0,0.3,,0.43859649122807015,111.1,118.5,68.2,-7.4,0.3,102.5,109.7,65.2,-7.2
22100621,2022-01-12,ATL,ATL vs. MIA,1,3.0,0,0.3,0.6226415094339622,,108.9,115.8,68.1,-6.9,0.7,112.1,105.2,73.1,6.9
22100636,2022-01-14,ATL,ATL @ MIA,0,2.0,0,0.3,,0.43103448275862066,108.2,116.9,66.8,-8.7,0.8,114.6,104.3,75.1,10.3
22100643,2022-01-15,ATL,ATL vs. NYK,1,1.0,0,0.2,0.6111111111111112,,110.2,119.7,66.19999999999999,-9.5,0.7,98.2,95.4,66.7,2.8
22100660,2022-01-17,ATL,ATL vs. MIL,1,2.0,1,0.2,0.6,,112.3,121.3,64.69999999999999,-9.0,0.5,115.6,110.1,71.1,5.5
22100670,2022-01-19,ATL,ATL vs. MIN,1,2.0,1,0.3,0.6071428571428571,,112.6,119.7,65.1,-7.1,0.6,117.1,110.3,73.4,6.8
22100687,2022-01-21,ATL,ATL vs. MIA,1,2.0,1,0.4,0.6140350877192983,,114.3,118.8,66.1,-4.5,0.7,112.4,105.8,72.5,6.6
22100703,2022-01-23,ATL,ATL @ CHA,0,2.0,1,0.4,,0.423728813559322,113.2,117.8,65.6,-4.6,0.7,112.4,107.4,74.6,5.0
22100725,2022-01-26,ATL,ATL vs. SAC,1,3.0,1,0.5,0.6206896551724138,,111.4,113.3,65.6,-1.9,0.2,110.5,118.3,67.5,-7.8
22100737,2022-01-28,ATL,ATL vs. BOS,1,2.0,1,0.5,0.6271186440677966,,112.7,113.5,66.5,-0.8,0.7,108.7,97.0,72.5,11.7
22100751,2022-01-30,ATL,ATL vs. LAL,1,2.0,1,0.6,0.6333333333333333,,111.7,109.3,64.4,2.4,0.3,106.6,112.7,62.8,-6.1
22100767,2022-01-31,ATL,ATL vs. TOR,1,1.0,0,0.7,0.639344262295082,,115.3,110.8,66.2,4.5,0.4,105.0,106.7,66.6,-1.7
22100783,2022-02-03,ATL,ATL vs. PHX,1,3.0,1,0.7,0.6290322580645161,,116.2,109.9,67.9,6.3,1.0,118.0,106.4,74.2,11.6
22100790,2022-02-04,ATL,ATL @ TOR,0,1.0,0,0.8,,0.43333333333333335,116.8,109.0,68.5,7.8,0.6,110.8,109.5,68.0,1.3
22100807,2022-02-06,ATL,ATL @ DAL,0,2.0,0,0.8,,0.4262295081967213,117.4,109.8,69.8,7.6,0.6,109.6,107.5,68.0,2.1
22100816,2022-02-08,ATL,ATL vs. IND,1,2.0,1,0.7,0.6349206349206349,,114.7,108.7,69.8,6.0,0.3,112.1,120.2,71.0,-8.1
22100841,2022-02-11,ATL,ATL vs. SAS,1,3.0,0,0.7,0.640625,,114.6,107.7,70.4,6.9,0.3,113.4,113.8,72.9,-0.4
22100856,2022-02-13,ATL,ATL @ BOS,0,2.0,0,0.6,,0.41935483870967744,115.7,110.5,71.9,5.2,0.9,113.0,93.5,78.8,19.5
22100867,2022-02-15,ATL,ATL vs. CLE,1,2.0,1,0.5,0.6307692307692307,,113.9,111.9,71.5,2.0,0.7,103.0,100.6,67.6,2.4
22100874,2022-02-16,ATL,ATL @ ORL,0,1.0,1,0.5,,0.4126984126984127,114.2,113.1,69.8,1.1,0.4,108.9,116.8,69.5,-7.9
22100891,2022-02-24,ATL,ATL @ CHI,0,8.0,0,0.5,,0.421875,116.4,114.8,70.6,1.6,0.7,120.6,116.2,71.4,4.4
22100906,2022-02-26,ATL,ATL vs. TOR,1,2.0,1,0.4,0.6363636363636364,,114.3,113.9,69.5,0.4,0.7,112.9,110.5,65.80000000000001,2.4
22100927,2022-03-01,ATL,ATL @ BOS,0,3.0,0,0.5,,0.4153846153846154,117.0,113.3,69.3,3.7,0.8,115.2,100.1,74.6,15.1
22100710,2022-03-03,ATL,ATL vs. CHI,1,2.0,1,0.4,0.6417910447761194,,114.4,112.5,67.9,1.9,0.6,115.9,114.1,66.4,1.8
22100948,2022-03-04,ATL,ATL @ WAS,0,1.0,1,0.5,,0.4090909090909091,116.0,112.4,67.1,3.6,0.4,108.6,112.3,64.8,-3.7
22100968,2022-03-07,ATL,ATL @ DET,0,3.0,0,0.6,,0.417910447761194,118.3,113.5,65.7,4.8,0.5,110.1,115.7,71.0,-5.6
22100984,2022-03-09,ATL,ATL @ MIL,0,2.0,0,0.5,,0.4117647058823529,116.0,113.6,65.4,2.4,0.6,122.7,119.5,72.2,3.2
22100996,2022-03-11,ATL,ATL vs. LAC,1,2.0,1,0.5,0.6470588235294118,,115.4,112.4,64.7,3.0,0.7,111.1,106.6,72.2,4.5
22101016,2022-03-13,ATL,ATL vs. IND,1,2.0,1,0.6,0.6521739130434783,,117.1,112.5,65.6,4.6,0.4,118.2,118.4,72.9,-0.2
22101021,2022-03-14,ATL,ATL vs. POR,1,1.0,1,0.6,0.6571428571428571,,117.8,113.7,65.9,4.1,0.4,104.8,120.5,63.900000000000006,-15.7
22101033,2022-03-16,ATL,ATL @ CHA,0,2.0,0,0.6,,0.4057971014492754,117.0,114.1,66.6,2.9,0.5,120.4,115.9,74.0,4.5
22101047,2022-03-18,ATL,ATL vs. MEM,1,2.0,1,0.6,0.6619718309859155,,116.8,114.5,67.2,2.3,0.7,120.1,111.8,79.69999999999999,8.3
22101064,2022-03-20,ATL,ATL vs. NOP,1,2.0,0,0.6,0.6666666666666666,,116.1,115.0,66.8,1.1,0.5,120.4,112.7,75.5,7.7
22101081,2022-03-22,ATL,ATL @ NYK,0,2.0,1,0.6,,0.4,117.5,116.0,67.8,1.5,0.5,111.8,105.4,70.6,6.4
22101085,2022-03-23,ATL,ATL @ DET,0,1.0,0,0.6,,0.4084507042253521,116.2,114.7,68.8,1.5,0.4,110.1,111.3,68.0,-1.2
22101102,2022-03-25,ATL,ATL vs. GSW,1,2.0,1,0.5,0.6575342465753424,,114.6,115.5,69.2,-0.9,0.5,111.7,109.3,71.4,2.4
22101124,2022-03-28,ATL,ATL @ IND,0,3.0,1,0.6,,0.4027777777777778,115.7,115.2,68.7,0.5,0.3,114.9,122.4,69.0,-7.5
22101143,2022-03-30,ATL,ATL @ OKC,0,2.0,1,0.7,,0.410958904109589,117.4,115.1,68.9,2.3,0.2,113.1,120.1,69.6,-7.0
22100452,2022-03-31,ATL,ATL vs. CLE,1,1.0,1,0.7,0.6621621621621622,,119.8,116.3,68.5,3.5,0.4,109.4,112.2,66.9,-2.8
22101163,2022-04-02,ATL,ATL vs. BKN,1,2.0,1,0.7,0.6666666666666666,,119.8,114.2,69.7,5.6,0.6,120.2,114.6,70.6,5.6
22101182,2022-04-05,ATL,ATL @ TOR,0,3.0,0,0.7,,0.4189189189189189,119.8,114.4,69.2,5.4,0.7,111.7,104.1,68.3,7.6
22101192,2022-04-06,ATL,ATL vs. WAS,1,1.0,1,0.7,0.6710526315789473,,120.0,114.6,69.5,5.4,0.6,113.9,113.8,71.5,0.1
22101207,2022-04-08,ATL,ATL @ MIA,0,2.0,0,0.7,,0.41333333333333333,119.8,114.4,69.2,5.4,0.6,114.2,109.1,65.4,5.1
22101221,2022-04-10,ATL,ATL @ HOU,0,2.0,1,0.7,,0.40789473684210525,119.5,114.0,69.0,5.5,0.3,115.3,115.1,68.2,0.2
22200005,2022-10-19,ATL,ATL vs. HOU,1,192.0,1,0.7,0.6753246753246753,,120.8,114.3,70.0,6.5,0.2,115.2,118.4,66.6,-3.2
22200020,2022-10-21,ATL,ATL vs. ORL,1,2.0,1,0.8,0.6794871794871795,,122.4,112.8,70.7,9.6,0.2,105.5,115.3,71.3,-9.8
22200038,2022-10-23,ATL,ATL vs. CHA,1,2.0,0,0.8,0.6835443037974683,,121.1,111.6,70.8,9.5,0.6,120.8,117.7,74.5,3.1
22200057,2022-10-26,ATL,ATL @ DET,0,3.0,1,0.7,,0.4155844155844156,118.8,111.9,70.4,6.9,0.4,108.6,117.5,69.1,-8.9
22200070,2022-10-28,ATL,ATL @ DET,0,2.0,1,0.7,,0.4230769230769231,117.0,111.4,70.1,5.6,0.3,109.7,119.9,69.0,-10.2
22200085,2022-10-29,ATL,ATL @ MIL,0,1.0,0,0.7,,0.43037974683544306,117.5,111.9,70.2,5.6,0.7,117.5,113.2,73.7,4.3
22200099,2022-10-31,ATL,ATL @ TOR,0,2.0,0,0.6,,0.425,116.8,112.7,69.1,4.1,0.6,107.7,107.9,67.1,-0.2
22200110,2022-11-02,ATL,ATL @ NYK,0,2.0,1,0.6,,0.41975308641975306,116.9,114.8,68.2,2.1,0.6,114.2,107.8,74.9,6.4
22200134,2022-11-05,ATL,ATL vs. NOP,1,3.0,1,0.6,0.675,,116.3,114.4,69.6,1.9,0.5,116.3,116.2,69.9,0.1
22200149,2022-11-07,ATL,ATL vs. MIL,1,2.0,1,0.7,0.6790123456790124,,117.8,115.2,71.4,2.6,0.9,113.1,104.3,75.1,8.8
22200162,2022-11-09,ATL,ATL vs. UTA,1,2.0,0,0.7,0.6829268292682927,,116.5,113.6,70.6,2.9,0.7,116.4,111.8,70.4,4.6
22200173,2022-11-10,ATL,ATL vs. PHI,1,1.0,1,0.6,0.6746987951807228,,116.7,115.4,71.6,1.3,0.5,108.1,105.4,65.0,2.7
22200188,2022-11-12,ATL,ATL @ PHI,0,2.0,0,0.6,,0.4268292682926829,116.3,115.1,71.7,1.2,0.5,108.8,106.8,64.9,2.0
22200204,2022-11-14,ATL,ATL @ MIL,0,2.0,1,0.6,,0.42168674698795183,116.3,114.6,71.2,1.7,0.8,112.8,107.7,74.9,5.1
